head,relation,tail,time
Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2014-11-11
Government (Nigeria),"Arrest, detain, or charge with legal action",Citizen (Nigeria),2014-11-25
Police (Australia),fight with small arms and light weapons,Citizen (Australia),2014-02-04
Sudan,Cooperate economically,Ethiopia,2014-08-26
Japan,Make an appeal or request,Cho Tai-young,2014-08-27
Xi Jinping,Demand,China,2014-07-09
City Mayor (Philippines),Demand,Police (Philippines),2014-07-30
Ministry (Angola),Make statement,Angola,2014-11-12
Angela Merkel,Praise or endorse,Head of Government (Germany),2014-09-20
Central Intelligence Agency,"Arrest, detain, or charge with legal action",Citizen (India),2014-12-12
Japan,Express intent to cooperate,South Korea,2014-10-10
Police (Mauritius),"Arrest, detain, or charge with legal action",Citizen (Mauritius),2014-03-19
North Korea,"Arrest, detain, or charge with legal action",Jeffrey Fowle,2014-10-22
Other Authorities / Officials (Venezuela),"Arrest, detain, or charge with legal action",Men (Venezuela),2014-10-16
Daniel Scioli,Make statement,Government (Argentina),2014-06-08
Foreign Affairs (Russia),Make statement,Foreign Affairs (Syria),2014-03-25
Xi Jinping,Appeal for diplomatic cooperation (such as policy support),Military (China),2014-10-08
Citizen (Kenya),Kill by physical assault,Police (Kenya),2014-12-22
Iraq,Use conventional military force,Militant (Iraq),2014-08-12
Police (Indonesia),Investigate,Citizen (Indonesia),2014-04-29
China,Make an appeal or request,North Korea,2014-02-14
Head of Government (Ukraine),Make a visit,North Atlantic Treaty Organization,2014-12-16
Naval (Sri Lanka),"Arrest, detain, or charge with legal action",Fishermen (India),2014-06-01
Armenia,Consult,Tajikistan,2014-05-08
Armed Band (Syria),Sign formal agreement,Government (Syria),2014-05-11
Citizen (Nigeria),Demand,Government (Nigeria),2014-09-01
South Africa,"Arrest, detain, or charge with legal action",Police (South Africa),2014-01-24
France,Make an appeal or request,European Central Bank,2014-05-05
South Korea,Engage in diplomatic cooperation,Iran,2014-01-29
Court Judge (United Kingdom),"Arrest, detain, or charge with legal action",Citizen (United Kingdom),2014-05-09
Citizen (Nigeria),Accuse of human rights abuses,Oluṣẹgun Ọbasanjọ,2014-12-01
Micky Rosenfeld,Make statement,Police (Israel),2014-08-05
Iran,Host a visit,International Federation of Red Cross and Red Crescent Societies,2014-12-02
China,Reject,Philippines,2014-02-25
Cabinet / Council of Ministers / Advisors (United States),Make a visit,Angola,2014-12-17
Court Judge (India),Consult,Justice Department/Ministery (India),2014-10-17
Behrouz Kamalvandi,Make statement,Iran,2014-11-08
Benjamin Netanyahu,Express intent to meet or negotiate,Barack Obama,2014-02-12
South Korea,Host a visit,North Korea,2014-10-16
Abdel Fattah Al-Sisi,Make an appeal or request,Xi Jinping,2014-12-24
Head of Government (Nigeria),Make an appeal or request,Citizen (Nigeria),2014-05-22
Japan,Reject,China,2014-04-09
Ashraf Ghani Ahmadzai,Make a visit,China,2014-11-06
Iran,Engage in diplomatic cooperation,Afghanistan,2014-06-16
Barack Obama,Mobilize or increase police power,Iraq,2014-11-11
China,Make a visit,France,2014-03-29
Niger,Make a visit,Mohamed Ould Abdel Aziz,2014-02-15
France,Engage in diplomatic cooperation,Niger,2014-03-07
Congress (Argentina),Consult,Cristina Fernández de Kirchner,2014-03-05
Head of Government (South Korea),Engage in negotiation,Barack Obama,2014-04-27
Mevlut Cavusoglu,Engage in negotiation,John Kerry,2014-09-12
John Kerry,Make a visit,South Sudan,2014-12-16
Bahrain,Express intent to cooperate,United Arab Emirates,2014-11-17
China,Host a visit,Xi Jinping,2014-04-30
Citizen (Kenya),Reject,Government (Kenya),2014-05-16
Military (Thailand),"Arrest, detain, or charge with legal action",Citizen (Thailand),2014-05-25
Hamas,Use conventional military force,Israeli Defense Forces,2014-07-29
Jean-Yves Le Drian,Make a visit,France,2014-01-07
Mohammad Javad Zarif,Consult,Catherine Ashton,2014-07-17
National Security Advisor (Georgia),Make a visit,France,2014-07-15
Lapo Pistelli,Host a visit,Foreign Affairs (United States),2014-07-25
Vietnam,Express intent to settle dispute,China,2014-10-17
China,Make statement,Japan,2014-03-30
Militant (Iraq),"Conduct suicide, car, or other non-military bombing",Iraq,2014-02-17
Governor (Angola),Consult,Angola,2014-05-15
Police (Tanzania),"Arrest, detain, or charge with legal action",Citizen (Tanzania),2014-12-30
Grand National Party,Express intent to cooperate,Democratic Party,2014-01-06
Company - Owner or Operator (India),Complain officially,Employee (India),2014-05-07
Nurse (India),Accuse,Men (India),2014-09-11
Romania,Host a visit,Klaus Johannis,2014-10-24
Edgars Rinkevics,Consult,Victoria Nuland,2014-11-20
Police (Israel),"Arrest, detain, or charge with legal action",Children (Israel),2014-01-28
Citizen (India),Demonstrate or rally,Employee (India),2014-06-25
Foreign Affairs (Venezuela),Praise or endorse,Iran,2014-08-05
Japan,Consult,China,2014-07-26
Barack Obama,Discuss by telephone,François Hollande,2014-07-07
ITAR TASS,Consult,Sergey Viktorovich Lavrov,2014-08-04
Head of Government (India),Make statement,Employee (India),2014-02-20
Kuwait,Consult,Juan Carlos I,2014-04-15
Cabinet / Council of Ministers / Advisors (Yemen),Make an appeal or request,Citizen (Yemen),2014-10-22
Labor Union (Brazil),Reject,Citizen (Brazil),2014-06-19
Ashraf Ghani Ahmadzai,Make statement,Afghanistan,2014-05-21
Citizen (India),Sexually assault,Medical Personnel (India),2014-01-13
Police (Indonesia),"Arrest, detain, or charge with legal action",Citizen (Indonesia),2014-10-22
Military Personnel - Special (India),fight with small arms and light weapons,Citizen (India),2014-11-14
South Africa,Express intent to engage in diplomatic cooperation (such as policy support),China,2014-09-12
Japan,Criticize or denounce,Citizen (South Korea),2014-04-23
Attorney General (Argentina),Make statement,Lawyer/Attorney (Argentina),2014-12-04
Boko Haram,"Abduct, hijack, or take hostage",Citizen (Nigeria),2014-07-29
Boko Haram,Use conventional military force,Citizen (Nigeria),2014-12-18
France,Make an appeal or request,UN Security Council,2014-05-13
Governor (Democratic Republic of Congo),Make statement,Cobra Matata,2014-11-23
Hun Sen,Make statement,Cambodia,2014-11-01
Ministry (Nigeria),Make statement,Farm Worker (Nigeria),2014-11-04
South Korea,Make an appeal or request,North Korea,2014-08-13
Barack Obama,Make an appeal or request,North Atlantic Treaty Organization,2014-03-29
Boko Haram,Use conventional military force,Citizen (Nigeria),2014-12-03
Villager (India),Criticize or denounce,Citizen (India),2014-02-08
Japan,Express intent to cooperate,North Korea,2014-03-21
Company - Owner or Operator (India),Accuse,Citizen (India),2014-03-17
Joseph Kabila,Make a visit,France,2014-05-22
Police (Benin),"Arrest, detain, or charge with legal action",Citizen (Benin),2014-07-22
Ministry (Nigeria),Make an appeal or request,Citizen (Nigeria),2014-12-15
Mohammad Javad Zarif,Make statement,Iran,2014-07-09
Police (Peru),Investigate,Armed Gang (Peru),2014-08-11
Ashraf Ghani Ahmadzai,Demand diplomatic cooperation (such as policy support),Election Commission (Afghanistan),2014-07-03
Protester (Egypt),"Protest violently, riot",Police (Egypt),2014-02-22
Mohammad Javad Zarif,Make optimistic comment,Iran,2014-06-13
Indigenous People (India),Accuse,Citizen (India),2014-02-09
Military Personnel (Philippines),Make statement,Military (Philippines),2014-02-10
Iran,Engage in negotiation,China,2014-11-16
Bangladesh Nationalist Party,Express intent to meet or negotiate,Abdul Hamid,2014-01-02
Iraq,Sign formal agreement,Iran,2014-12-31
Japan,Make an appeal or request,China,2014-09-26
United Arab Emirates,Host a visit,Pope Tawadros II,2014-05-09
Government (United Arab Emirates),Investigate,Citizen (United Arab Emirates),2014-12-11
Government (Kenya),Make statement,Rights Activist (Kenya),2014-12-14
Government (France),Make statement,Arnaud Montebourg,2014-11-03
Court Judge (India),"Arrest, detain, or charge with legal action",Citizen (India),2014-09-27
North Korea,Threaten,South Korea,2014-08-01
South Korea,Engage in diplomatic cooperation,Japan,2014-03-26
Military (Philippines),Express intent to meet or negotiate,Philippines,2014-09-19
Ministry (Turkey),Make statement,Legislature (Turkey),2014-02-11
Iraq,Express intent to meet or negotiate,North Atlantic Treaty Organization,2014-06-12
Poland,Consult,France,2014-02-25
Jyrki Katainen,Consult,Taavi Rõivas,2014-04-15
Police (Australia),"Arrest, detain, or charge with legal action",Citizen (Australia),2014-08-02
Protester (Pakistan),Demonstrate for leadership change,Head of Government (Pakistan),2014-08-20
John Kerry,Consult,Abdullah Abdullah,2014-08-05
Other Authorities / Officials (Nigeria),Make statement,Government (Nigeria),2014-04-03
Morocco,"Arrest, detain, or charge with legal action",Criminal (Morocco),2014-05-27
Julie Bishop,Engage in negotiation,Frank Bainimarama,2014-02-18
China,Host a visit,Japan,2014-04-02
Court Judge (India),"Arrest, detain, or charge with legal action",Citizen (India),2014-08-29
North Atlantic Treaty Organization,Make statement,Military (Russia),2014-11-13
Armenia,Consult,Iran,2014-05-06
Citizen (Brazil),Use unconventional violence,Criminal (Brazil),2014-01-09
Government (Nigeria),Express intent to cooperate,Citizen (Nigeria),2014-07-18
Presidential Candidate (Argentina),Sign formal agreement,Congress (Argentina),2014-12-09
North Korea,Make statement,Japan,2014-07-04
Citizen (Kosovo),Demonstrate or rally,Police (Kosovo),2014-02-06
Lawmaker (Argentina),Make statement,Government (Argentina),2014-08-15
Main Opposition (Turkey),Accuse,Justice and Development Party,2014-03-03
South Korea,Make empathetic comment,North Korea,2014-05-20
Police (New Zealand),Impose administrative sanctions,New Zealand,2014-11-16
Tahirul Qadri,Make statement,Government (Pakistan),2014-06-22
Chuck Hagel,Make a visit,Foreign Affairs (South Korea),2014-05-11
Citizen (Thailand),Appeal for military aid,Thailand,2014-01-22
Laos,Consult,Thailand,2014-04-12
City Mayor (Philippines),Make statement,Philippines,2014-01-03
Citizen (India),Express intent to meet or negotiate,Head of Government (India),2014-01-15
Citizen (Nigeria),Appeal for diplomatic cooperation (such as policy support),Ministry (Nigeria),2014-11-04
Sergey Viktorovich Lavrov,Express intent to meet or negotiate,Foreign Affairs (Russia),2014-01-20
John Kerry,Demand diplomatic cooperation (such as policy support),China,2014-11-04
Milos Zeman,Make a visit,China,2014-12-04
Prayuth Chan-ocha,Make statement,Thailand,2014-09-19
Police (Egypt),Investigate,Criminal (Egypt),2014-04-25
Ministry (Mauritania),Consult,Envoy (Spain),2014-04-11
Criminal (Pakistan),Accuse,Inspector General (Pakistan),2014-09-23
Head of Government (India),Praise or endorse,Employee (India),2014-05-07
John Kerry,Sign formal agreement,Sergey Viktorovich Lavrov,2014-10-16
Israeli Defense Forces,Use conventional military force,"Children (Palestinian Territory, Occupied)",2014-06-21
China,Make statement,Iran,2014-03-25
Sergey Viktorovich Lavrov,Consult,Foreign Affairs (United States),2014-02-22
Other Authorities / Officials (Nigeria),Make statement,Government (Nigeria),2014-01-08
Police (Kenya),"Arrest, detain, or charge with legal action",Men (Kenya),2014-02-26
UN Security Council,Make a visit,South Sudan,2014-08-16
Nuri al-Maliki,Engage in diplomatic cooperation,John Kerry,2014-06-26
Prayuth Chan-ocha,Make a visit,Thailand,2014-09-17
UN Security Council,Make an appeal or request,Government (Sudan),2014-08-28
China,Host a visit,Michael Sata,2014-01-02
Lawyer/Attorney (Australia),Make statement,Police (Australia),2014-10-19
Police (Philippines),"Arrest, detain, or charge with legal action",Military (Philippines),2014-07-21
Philippines,Host a visit,Foreign Affairs (Israel),2014-05-03
Lien Chan,Express intent to meet or negotiate,Xi Jinping,2014-02-14
Student (Hong Kong),Demonstrate or rally,China,2014-10-10
Opposition Force (Syria),Use unconventional violence,Government (Syria),2014-10-27
Mohammad Javad Zarif,Make statement,Iran,2014-08-26
Army Personnel (Egypt),Make an appeal or request,Abdel Fattah Al-Sisi,2014-05-15
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-01-03
Canada,Engage in negotiation,Barack Obama,2014-08-12
Nicola Sturgeon,Consult,Alex Salmond,2014-09-11
Sergey Viktorovich Lavrov,Express intent to cooperate,Federica Mogherini,2014-12-04
Citizen (Uganda),fight with small arms and light weapons,National Resistance Movement,2014-03-09
Barack Obama,Appeal for aid,China,2014-03-25
Foreign Affairs (South Korea),Make statement,South Korea,2014-07-21
Military Personnel (India),Make an appeal or request,Citizen (India),2014-10-09
Xi Jinping,Express intent to meet or negotiate,Raúl Castro,2014-07-23
Malcolm Bligh Turnbull,Engage in symbolic act,Citizen (Australia),2014-04-21
"Children (Palestinian Territory, Occupied)",Physically assault,Israeli Defense Forces,2014-07-27
Haider Al-Abadi,Consult,Barack Obama,2014-09-26
Al Jazeera,Consult,Qatar,2014-04-01
Head of Government (Germany),Make a visit,France,2014-08-02
Xi Jinping,Make a visit,China,2014-02-28
Head of Government (India),Express intent to meet or negotiate,Citizen (India),2014-10-27
Citizen (United Kingdom),"Demand change in institutions, regime",Northern Ireland,2014-12-30
Citizen (Australia),Criticize or denounce,Ian Macdonald,2014-08-26
Jack Straw,Make statement,Iran,2014-01-07
Staffan de Mistura,Consult,Iran,2014-10-21
Vasundhara Raje,Express intent to meet or negotiate,Citizen (India),2014-10-26
Iran,Express intent to engage in diplomatic cooperation (such as policy support),Qatar,2014-06-08
Governor (Kenya),Make an appeal or request,Citizen (Kenya),2014-03-10
Sabah Khaled Al-Hamad Al-Sabah,Express intent to meet or negotiate,Iraq,2014-12-28
Haider Al-Abadi,Express intent to cooperate economically,Barack Obama,2014-09-08
Ângelo de Barros Veiga Tavares,Make a visit,Vietnam,2014-10-25
North Korea,Appeal for rights,Japan,2014-04-09
Barack Obama,Make a visit,South Korea,2014-04-21
Morteza Sarmadi,Criticize or denounce,Iran,2014-06-09
Vietnam,Consult,Nguyen Phu Trong,2014-01-29
Akhilesh Yadav,Make an appeal or request,Citizen (India),2014-12-01
Military Personnel (Thailand),Make statement,Thailand,2014-07-28
Cho Tai-young,Make statement,Japan,2014-06-23
Uganda People's Defence Force,Use conventional military force,Citizen (Uganda),2014-07-02
Taavi Rõivas,Express intent to meet or negotiate,Alexander Stubb,2014-11-13
Foreign Affairs (United States),Make an appeal or request,Japan,2014-03-05
Government (Venezuela),Criticize or denounce,Barack Obama,2014-02-20
Iran,Express intent to cooperate economically,China,2014-12-09
China,Engage in negotiation,Afghanistan,2014-01-29
Vietnam,Host a visit,Head of Government (Bulgaria),2014-04-02
Ashraf Ghani Ahmadzai,Make a visit,China,2014-10-23
North Atlantic Treaty Organization,Express intent to de-escalate military engagement,Afghanistan,2014-02-28
Police (South Africa),"Arrest, detain, or charge with legal action",Men (South Africa),2014-10-26
Oluṣẹgun Ọbasanjọ,Express intent to meet or negotiate,Military Personnel (Nigeria),2014-09-15
Labor Union (Nigeria),Accuse,Citizen (Nigeria),2014-04-21
Middle East,Host a visit,John Kerry,2014-09-13
Media (India),Consult,Member of Parliament (India),2014-08-26
Citizen (Nigeria),Reject,Democratic Party (Nigeria),2014-03-07
Mexico,Consult,Colombia,2014-08-13
Abdullah Abdullah,Make statement,Cabinet / Council of Ministers / Advisors (United States),2014-07-13
Chaturon Chaisang,"Defy norms, law",National Council for Peace and Order of Thailand,2014-05-27
Business (North Korea),Make statement,North Korea,2014-07-15
North Korea,Express intent to meet or negotiate,China,2014-09-25
Kazakhstan,Express intent to engage in diplomatic cooperation (such as policy support),China,2014-09-01
Court Judge (Kenya),Demand,Citizen (Kenya),2014-10-10
Angela Merkel,Engage in negotiation,François Hollande,2014-12-22
Tea Banh,Make a visit,Thailand,2014-07-28
Court Judge (Nigeria),Make an appeal or request,Member of the Judiciary (Nigeria),2014-04-04
Xi Jinping,Make a visit,Japan,2014-07-15
Irakli Alasania,Make a visit,Japan,2014-03-05
Armed Gang (Lebanon),"Abduct, hijack, or take hostage",Military (Lebanon),2014-08-29
Chuck Hagel,Express intent to meet or negotiate,Khaled al-Obeidi,2014-12-09
Police (Egypt),Use tactics of violent repression,Protester (Egypt),2014-11-29
Xi Jinping,Sign formal agreement,Barack Obama,2014-11-13
