head,relation,tail,time
Sergey Viktorovich Lavrov,Consult,Fumio Kishida,2014-03-11
Student (Bahrain),Consult,Business (Bahrain),2014-02-17
John Kerry,Express intent to cooperate,Sergey Viktorovich Lavrov,2014-11-08
Kapil Sibal,Consult,Salman Khurshid,2014-01-10
François Hollande,Make a visit,Barack Obama,2014-02-12
Kuwait,Engage in diplomatic cooperation,Iran,2014-02-14
Sergey Viktorovich Lavrov,Consult,Cabinet / Council of Ministers / Advisors (United States),2014-06-05
Court Judge (Nigeria),Accuse,Citizen (Nigeria),2014-11-28
Vietnam,Make a visit,China,2014-08-28
Myanmar,Sign formal agreement,Thailand,2014-11-03
China National Petroleum Corporation,Sign formal agreement,Gazprom,2014-05-22
Other Authorities / Officials (Nigeria),Make statement,Frank Mba,2014-07-07
Angela Merkel,Make statement,Barack Obama,2014-07-18
Citizen (Nigeria),Accuse,Ministry (Nigeria),2014-07-09
International Government Organizations,Engage in diplomatic cooperation,Employee (Iraq),2014-07-20
Sergey Viktorovich Lavrov,Engage in negotiation,John Kerry,2014-10-14
Denis Napthine,Make statement,Member of Parliament (Australia),2014-09-03
South Korea,Express intent to cooperate,Japan,2014-04-10
Other Authorities / Officials (China),Consult,Ahmad Zahid Hamidi,2014-11-17
South Africa,Engage in negotiation,Iran,2014-06-20
Myanmar,Praise or endorse,China,2014-06-06
Government (Kenya),Express intent to engage in diplomatic cooperation (such as policy support),Citizen (Kenya),2014-06-05
François Hollande,Consult,Barack Obama,2014-03-12
Barack Obama,Make a visit,François Hollande,2014-02-12
North Korea,Express intent to meet or negotiate,Japan,2014-04-05
China,Express intent to meet or negotiate,Japan,2014-09-16
Government (Nigeria),Express intent to cooperate,Citizen (Nigeria),2014-02-10
John Kerry,Make a visit,Middle East,2014-09-16
Chuck Hagel,Engage in negotiation,Julie Bishop,2014-08-12
Envoy (United States),Consult,Riek Machar,2014-01-13
Barack Obama,Discuss by telephone,François Hollande,2014-03-08
Lawyer/Attorney (Australia),Make an appeal or request,Citizen (Australia),2014-05-09
John Kerry,Consult,Sergey Viktorovich Lavrov,2014-12-15
Jonah David Jang,Make an appeal or request,Citizen (Nigeria),2014-05-26
Military (Thailand),Cooperate militarily,Thailand,2014-05-26
China,Sign formal agreement,France,2014-08-25
Armed Rebel (Yemen),Use unconventional violence,Citizen (Yemen),2014-12-28
Citizen (Nigeria),Make an appeal or request,Member of the Judiciary (Nigeria),2014-07-10
Portugal,Engage in diplomatic cooperation,Iran,2014-01-29
Vietnam,Host a visit,China,2014-12-22
Senate (Brazil),Make an appeal or request,Citizen (Brazil),2014-10-05
National Reform Movement,Consult,Foreign Affairs (United States),2014-06-27
Riad Salameh,Consult,Ali Hassan Khalil,2014-05-21
Mohammad Javad Zarif,Consult,Emma Bonino,2014-10-06
Citizen (Nigeria),Make an appeal or request,Umaru Tanko Al-Makura,2014-05-19
Barack Obama,Consult,Xi Jinping,2014-02-21
Jean-Yves Le Drian,Consult,Zakir Hasanov,2014-01-17
Government (Slovakia),Consult,Representatives (Slovakia),2014-08-01
François Hollande,Make a visit,Barack Obama,2014-02-11
Other Authorities / Officials (Nigeria),Consult,Ministry (Nigeria),2014-09-19
China,Express intent to cooperate,Afghanistan,2014-10-29
Foreign Affairs (Georgia),Consult,Government (Georgia),2014-09-11
Japan,Engage in diplomatic cooperation,South Korea,2014-03-26
Japan,Consult,China,2014-10-17
France,Express intent to meet or negotiate,François Hollande,2014-09-12
Myanmar,Sign formal agreement,China,2014-05-02
South Africa,Express intent to cooperate,China,2014-08-05
Barack Obama,Engage in negotiation,Xi Jinping,2014-11-11
Foreign Affairs (Russia),Express intent to cooperate,John Kerry,2014-01-31
Iran,Sign formal agreement,Poland,2014-03-02
Head of Government (Belarus),Consult,Ministry (Russia),2014-09-19
Court Judge (Thailand),Engage in material cooperation,Attorney General (Thailand),2014-11-18
Thailand,Host a visit,Tea Banh,2014-09-01
South Korea,Engage in negotiation,China,2014-06-17
Philip Hammond,Consult,Sergey Viktorovich Lavrov,2014-08-09
Head of Government (Gambia),Consult,Isatou Njie-Saidy,2014-09-03
Head of Government (Ukraine),Discuss by telephone,Joseph Robinette Biden,2014-07-03
Mark Simmonds,Consult,Foreign Affairs (Ethiopia),2014-08-04
Boko Haram,Use unconventional violence,Citizen (Nigeria),2014-11-05
Police (Ukraine),Make statement,Protester (Ukraine),2014-01-01
Citizen (India),Demand,Election Commission (India),2014-03-26
Benjamin Netanyahu,Make statement,Iran,2014-02-24
Nuri al-Maliki,Make statement,Party Member (Iraq),2014-07-05
Foreign Affairs (Russia),Consult,Konstantin Dolgov,2014-11-06
Islam Karimov,Meet at a 'third' location,Head of Government (Bulgaria),2014-02-09
Arseniy Yatsenyuk,Consult,Foreign Affairs (United States),2014-04-23
Malik Agar,Sign formal agreement,Sadiq al-Mahdi,2014-09-09
Government (Kenya),Threaten,Citizen (Kenya),2014-06-12
City Mayor (Argentina),Consult,Daniel Scioli,2014-02-25
China,Reject,Philippines,2014-06-04
Kazakhstan,Consult,China,2014-12-14
China,Make a visit,North Korea,2014-02-24
Liberal National Party,Reduce relations,Citizen (Australia),2014-01-01
Japan,Consult,Foreign Affairs (United States),2014-10-17
Catherine Ashton,Express intent to meet or negotiate,Mohammad Javad Zarif,2014-10-31
South Africa,Express intent to cooperate,Congo,2014-04-17
Joseph Robinette Biden,Discuss by telephone,Fuad Masum,2014-08-08
Prayuth Chan-ocha,Make statement,National Council for Peace and Order of Thailand,2014-07-22
Iran,Sign formal agreement,Catherine Ashton,2014-09-04
China,Consult,John Kerry,2014-07-09
Santos Edelmar Lopez,Engage in negotiation,Iran,2014-09-03
Ashraf Ghani Ahmadzai,Make statement,Afghanistan,2014-02-04
Cabinet / Council of Ministers / Advisors (United States),Consult,Saud bin Faisal bin Abdul-Aziz,2014-09-11
North Korea,Accuse,South Korea,2014-07-01
Sudan,Engage in diplomatic cooperation,Ethiopia,2014-09-22
Iran,Sign formal agreement,Afghanistan,2014-06-29
Sergey Viktorovich Lavrov,Consult,Mikhail Yefimovich Fradkov,2014-11-06
Sergey Viktorovich Lavrov,Discuss by telephone,Cabinet / Council of Ministers / Advisors (United States),2014-03-13
Mohammad Javad Zarif,Consult,Sergey Viktorovich Lavrov,2014-08-29
Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2014-03-10
Prayuth Chan-ocha,Consult,Foreign Affairs (India),2014-07-21
Chibuike Rotimi Amaechi,Consult,Muhammadu Buhari,2014-10-20
Boko Haram,"Abduct, hijack, or take hostage",Citizen (Nigeria),2014-04-17
Elizabeth II,Consult,Angela Merkel,2014-02-27
Catherine Ashton,Consult,Mohammad Javad Zarif,2014-03-08
Iraq,Sign formal agreement,Iran,2014-03-12
South Korea,Demand,North Korea,2014-01-30
Xi Jinping,Consult,Ashraf Ghani Ahmadzai,2014-10-29
Vietnam,Sign formal agreement,Government (South Africa),2014-01-18
Iran,Make a visit,Morocco,2014-01-21
Mexico,Consult,Canada,2014-06-27
Citizen (Nigeria),Accuse,Indigenous People (Nigeria),2014-10-17
Xi Jinping,Sign formal agreement,Barack Obama,2014-12-16
Xi Jinping,Make statement,China,2014-07-10
Staffan de Mistura,Engage in negotiation,Iran,2014-10-19
Party President (Congress Party),Consult,Employee (India),2014-01-20
Iran,Praise or endorse,Staffan de Mistura,2014-07-16
Iran,Engage in diplomatic cooperation,Djibouti,2014-11-24
South Korea,Make an appeal or request,Citizen (South Korea),2014-10-17
Haider Al-Abadi,Praise or endorse,Barack Obama,2014-09-11
William Ruto,Demand,Citizen (Kenya),2014-12-21
Foreign Affairs (Russia),Consult,Radoslaw Sikorski,2014-06-10
China,Sign formal agreement,South Africa,2014-11-07
"Newspaper (Palestinian Territory, Occupied)",Consult,Benjamin Netanyahu,2014-04-01
Mohammad Javad Zarif,Make statement,Iran,2014-11-30
Governor (India),Make an appeal or request,Citizen (India),2014-05-01
John Kerry,Express intent to cooperate economically,Sergey Viktorovich Lavrov,2014-07-27
Police (Kenya),fight with small arms and light weapons,Citizen (Kenya),2014-06-17
Head of Government (India),Make an appeal or request,Citizen (India),2014-04-14
Ashraf Ghani Ahmadzai,Consult,Abdullah Abdullah,2014-11-30
Antonis Samaras,Consult,Evangelos Venizelos,2014-02-25
Daily Trust,Consult,Pogu Bitrus,2014-04-28
South Korea,Express intent to cooperate,Vietnam,2014-10-02
Congo,Consult,Cameroon,2014-09-04
Abdel Fattah Al-Sisi,Praise or endorse,Umar al Bashir,2014-10-20
Sergey Viktorovich Lavrov,Consult,John Kerry,2014-12-13
Citizen (Nigeria),Appeal for diplomatic cooperation (such as policy support),Government (Nigeria),2014-06-23
Catherine Ashton,Express intent to meet or negotiate,Mohammad Javad Zarif,2014-10-09
Citizen (Yemen),Use unconventional violence,Armed Rebel (Yemen),2014-10-20
Citizen (Australia),Criticize or denounce,Lawyer/Attorney (Australia),2014-09-19
Victor Ponta,Make statement,Klaus Johannis,2014-10-22
Citizen (Kenya),Make an appeal or request,Government (Kenya),2014-08-18
Omar Abdullah,Make an appeal or request,Citizen (India),2014-11-12
Iran,Express intent to engage in diplomatic cooperation (such as policy support),France,2014-01-25
Ministry (Iran),Make statement,Iran,2014-08-29
Japan,Engage in negotiation,North Korea,2014-06-30
Tomislav Nikolić,Engage in negotiation,Serbia,2014-06-13
Thailand,Express intent to meet or negotiate,Laos,2014-09-23
Ministry (Nigeria),Make an appeal or request,Citizen (Nigeria),2014-12-23
Japan,Praise or endorse,Philippines,2014-06-24
Kashim Shettima,Make statement,Government (Nigeria),2014-07-28
Citizen (India),fight with small arms and light weapons,Thief (India),2014-09-26
Hamas,Consult,Iran,2014-12-15
Iran,Express intent to engage in diplomatic cooperation (such as policy support),Iraq,2014-08-26
Angola,Sign formal agreement,Miguel Macedo,2014-06-23
Cabinet / Council of Ministers / Advisors (United States),Make statement,Iran,2014-09-23
Xi Jinping,Make statement,China,2014-05-09
Japan,Express intent to engage in diplomatic cooperation (such as policy support),South Korea,2014-10-21
Ministry (Jordan),Consult,Cabinet / Council of Ministers / Advisors (Jordan),2014-03-27
Protester (Ukraine),Engage in negotiation,Police (Ukraine),2014-01-23
Benjamin Netanyahu,Consult,Barack Obama,2014-03-15
Massoud Barzani,Consult,Nuri al-Maliki,2014-03-01
Ministry (South Africa),Consult,Media (South Africa),2014-11-06
Iran,Consult,Legislature (Ecuador),2014-05-31
Foreign Affairs (United States),Consult,Exiled Opposition (Turkey),2014-01-15
Fumio Kishida,Consult,Mohammad Javad Zarif,2014-09-03
Nicos Anastasiades,Consult,Antonis Samaras,2014-07-28
Thailand,Sign formal agreement,Myanmar,2014-05-02
Citizen (India),Rally opposition against,Employee (India),2014-07-24
Philip Hammond,Express intent to cooperate,Martin Lidegaard,2014-09-18
Ashraf Ghani Ahmadzai,Express intent to cooperate,Abdullah Abdullah,2014-07-27
Serbia,Engage in negotiation,Tomislav Nikolić,2014-06-13
Citizen (India),Express intent to meet or negotiate,Akhilesh Yadav,2014-11-07
Mexico,Praise or endorse,Barack Obama,2014-02-21
Taavi Rõivas,Consult,Alexander Stubb,2014-06-30
Mohamad Hanif Atmar,Sign formal agreement,North Atlantic Treaty Organization,2014-09-30
Pavlo Klimkin,Engage in negotiation,Sergey Viktorovich Lavrov,2014-08-19
John Kerry,Engage in negotiation,Mohammad Javad Zarif,2014-02-03
Iran,Engage in negotiation,UN Security Council,2014-07-08
Presidential Candidate (Afghanistan),Consult,John Kerry,2014-07-11
Boris Johnson,Consult,Businessperson (United Kingdom),2014-09-18
Xi Jinping,Make statement,China,2014-03-23
Military (Lebanon),Express intent to engage in diplomatic cooperation (such as policy support),Hezbollah,2014-03-24
Iran,Make statement,Benjamin Netanyahu,2014-10-02
Thailand,Consult,Vietnam,2014-11-13
China,Express intent to settle dispute,South Korea,2014-07-07
Justice Department/Ministery (Thailand),Engage in negotiation,Court Judge (Thailand),2014-11-12
Ashraf Ghani Ahmadzai,Make statement,Afghanistan,2014-10-06
Sergey Viktorovich Lavrov,Consult,John Kerry,2014-12-12
Catherine Ashton,Express intent to meet or negotiate,Mohammad Javad Zarif,2014-08-23
Antonis Samaras,Criticize or denounce,Main Opposition (Greece),2014-05-19
Panhellenic Socialist Movement,Consult,Evangelos Venizelos,2014-12-23
John Kerry,Express intent to cooperate,Sergey Viktorovich Lavrov,2014-03-11
John Kerry,Discuss by telephone,Sergey Viktorovich Lavrov,2014-07-29
Japan,Engage in diplomatic cooperation,North Korea,2014-07-06
Ministry (South Africa),Consult,Media (Africa),2014-08-08
Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2014-12-22
Education (Nigeria),Consult,Intelligence (Nigeria),2014-01-08
France,Sign formal agreement,China,2014-10-28
Benjamin Netanyahu,Make statement,John Kerry,2014-11-23
Sergey Viktorovich Lavrov,Consult,John Kerry,2014-03-11
Media Personnel (Saudi Arabia),Make statement,Media (Saudi Arabia),2014-11-30
Ali Bongo Ondimba,Consult,François Hollande,2014-04-08
Iran,Express intent to meet or negotiate,Armenia,2014-12-09
Citizen (Nigeria),Make an appeal or request,Member of the Judiciary (Nigeria),2014-11-25
Media (Nigeria),Praise or endorse,Government (Nigeria),2014-04-15
Iran,Sign formal agreement,Iraq,2014-02-03
China,Express intent to cooperate,Thailand,2014-09-18
Ethnic Group (Nigeria),Criticize or denounce,Fula people,2014-10-17
Citizen (Nigeria),Make an appeal or request,Education (Nigeria),2014-07-04
Chuck Hagel,Consult,Defense / Security Ministry (Ukraine),2014-03-07
Afghanistan,Make statement,Abdullah Abdullah,2014-04-28
Chaudhry Nisar Ali Khan,Engage in negotiation,Opposition Supporter (Pakistan),2014-08-17
Japan,Engage in negotiation,North Korea,2014-08-10
Barack Obama,Make statement,Iraq,2014-10-07
Vitali Klitschko,Consult,Angela Merkel,2014-02-17
Cabinet / Council of Ministers / Advisors (United States),Express intent to meet or negotiate,Sergey Viktorovich Lavrov,2014-12-13
Mohammad Javad Zarif,Consult,Iran,2014-10-20
China,Express intent to engage in diplomatic cooperation (such as policy support),Sudan,2014-10-20
Sergey Viktorovich Lavrov,Discuss by telephone,Cabinet / Council of Ministers / Advisors (United States),2014-04-10
Tzipi Livni,Consult,John Kerry,2014-02-02
Xi Jinping,Consult,Horacio Cartes,2014-07-23
Angola,Host a visit,China,2014-05-09
Court Judge (India),Reject,Citizen (India),2014-07-03
North Korea,Engage in negotiation,Japan,2014-03-10
China,Make a visit,Fiji,2014-11-25
Criminal (Tanzania),Threaten,Citizen (Tanzania),2014-09-03
Canada,Express intent to cooperate economically,South Korea,2014-09-21
David Shear,Engage in negotiation,Foreign Affairs (South Korea),2014-10-05
Member of Parliament (South Africa),Consult,Lindiwe Nonceba Sisulu,2014-10-29
Police (Australia),Accuse,Citizen (Australia),2014-04-23
Lawyer/Attorney (Australia),Accuse,Citizen (Australia),2014-08-05
Media (Philippines),Discuss by telephone,Military Personnel (Philippines),2014-12-14
Catherine Ashton,Consult,Mohammad Javad Zarif,2014-09-27
Government (Venezuela),Make statement,John Kerry,2014-03-15
UN Security Council,Consult,Sergey Kuzhugetovich Shoygu,2014-03-13
Romania,Make statement,Victor Ponta,2014-11-08
Iran,Praise or endorse,Iraq,2014-11-08
Xi Jinping,Engage in negotiation,Barack Obama,2014-03-24
Iran,Engage in diplomatic cooperation,South Korea,2014-01-30
Barack Obama,Make an appeal or request,Nuri al-Maliki,2014-06-20
Benjamin Netanyahu,Make a visit,Japan,2014-05-13
Head of Government (Bahrain),Sign formal agreement,Director General (Bahrain),2014-07-15
Government (Venezuela),Consult,Opposition Coalition (Venezuela),2014-04-16
John Kerry,Consult,Mohammad Javad Zarif,2014-10-16
Ministry (Nigeria),Appeal for diplomatic cooperation (such as policy support),Citizen (Nigeria),2014-09-03
Militant (Iraq),Use unconventional violence,Militia (Iraq),2014-02-04
Canada,Consult,Business (Canada),2014-05-29
Citizen (Kenya),Use unconventional violence,Police (Kenya),2014-11-02
Aladdin Boroujerdi,Consult,Nabih Berri,2014-02-28
Vassilis Kikilias,Consult,Dimitrios Avramopoulos,2014-11-10
South Sudan,Express intent to cooperate,Sudan,2014-01-08
Bahrain,Consult,Yu Zhengsheng,2014-11-06
Amit Shah,Consult,Omar Abdullah,2014-12-25
Cabinet / Council of Ministers / Advisors (United States),Consult,Royal Administration (Jordan),2014-03-07
Pham Binh Minh,Consult,Fumio Kishida,2014-08-02
Government (France),Make statement,France,2014-09-29
Ministry (Brazil),Consult,Fernando Henrique Cardoso,2014-10-09
Citizen (Sudan),Threaten,Sudan,2014-07-28
Mohamad Hanif Atmar,Sign formal agreement,North Atlantic Treaty Organization,2014-10-08
Uhuru,Engage in negotiation,Umar al Bashir,2014-04-10
Cabinet / Council of Ministers / Advisors (United States),Discuss by telephone,Sergey Viktorovich Lavrov,2014-03-12
Citizen (India),Sexually assault,Employee (India),2014-01-08
Fuad Masum,Consult,John Kerry,2014-09-23
Sudan,Host a visit,Head of Government (Egypt),2014-06-27
François Hollande,Discuss by telephone,Angela Merkel,2014-05-24
Military Personnel (India),Accuse,Citizen (India),2014-02-27
Evo Morales,Make statement,Bolivia,2014-08-08
Catherine Ashton,Express intent to meet or negotiate,Iran,2014-02-05
John Kerry,Engage in negotiation,Mohammad Javad Zarif,2014-07-14
Government (Syria),Express intent to cooperate,Armed Rebel (Syria),2014-02-08
Sergey Viktorovich Lavrov,Engage in negotiation,Cabinet / Council of Ministers / Advisors (United States),2014-03-05
John Baird,Consult,Business (Canada),2014-08-16
