head,relation,tail,time
Barack Obama,Sign formal agreement,Iran,2014-11-06
François Hollande,Consult,Angela Merkel,2014-07-10
Police (South Korea),"Arrest, detain, or charge with legal action",Citizen (South Korea),2014-04-22
Barack Obama,Make a visit,Japan,2014-04-11
Police (Australia),Physically assault,Citizen (Australia),2014-06-11
China,Make pessimistic comment,Japan,2014-03-03
Mohammad Javad Zarif,Engage in negotiation,Salman Khurshid,2014-02-28
Police (Hong Kong),Accuse,Protester (Hong Kong),2014-10-19
Barack Obama,Consult,Benjamin Netanyahu,2014-03-03
Xi Jinping,Express intent to meet or negotiate,South Korea,2014-06-19
Catherine Ashton,Engage in negotiation,Mohammad Javad Zarif,2014-05-14
Head of Government (Ukraine),Make a visit,Barack Obama,2014-03-12
Barack Obama,"Reject proposal to meet, discuss, or negotiate",Japan,2014-04-23
François Hollande,Make statement,Iraq,2014-09-09
Business (Bulgaria),Demand,Labor Union (Bulgaria),2014-07-08
John Kerry,Discuss by telephone,Middle East,2014-08-04
Ma Ying Jeou,Praise or endorse,John Kerry,2014-07-02
Cabinet / Council of Ministers / Advisors (United States),Discuss by telephone,Sergey Viktorovich Lavrov,2014-04-02
Haider Al-Abadi,Make statement,François Hollande,2014-09-12
Iraq,Praise or endorse,Iran,2014-03-03
Election Commission (Afghanistan),Praise or endorse,Ashraf Ghani Ahmadzai,2014-07-11
Vietnam,Engage in diplomatic cooperation,China,2014-08-25
Pope Francis,Consult,Cristina Fernández de Kirchner,2014-09-22
Japan,Engage in negotiation,China,2014-09-25
North Korea,Reduce or break diplomatic relations,Envoy (United States),2014-02-10
Haiti,Consult,Dominican Republic,2014-01-09
Court Judge (India),Accuse,Citizen (India),2014-09-25
Shinsuke Sugiyama,Consult,Wendy Sherman,2014-08-12
China,Criticize or denounce,Japan,2014-10-27
Barack Obama,Make statement,Angela Merkel,2014-07-19
Fumio Kishida,Make statement,North Korea,2014-09-23
Police (Ukraine),Use conventional military force,Protester (Ukraine),2014-01-20
Iraq,Praise or endorse,Iran,2014-08-24
South Korea,Engage in negotiation,Japan,2014-09-11
Iran,Praise or endorse,Iraq,2014-10-19
France,Make optimistic comment,Iran,2014-11-24
Government (Nigeria),Express intent to cooperate,Citizen (Nigeria),2014-05-02
Military Personnel - Special (Afghanistan),Use conventional military force,Attacker (Afghanistan),2014-06-19
Foreign Affairs (United States),Make statement,UN Security Council,2014-03-20
John Kerry,Engage in negotiation,Sergey Viktorovich Lavrov,2014-03-14
Barack Obama,Express intent to de-escalate military engagement,Afghanistan,2014-05-28
Serbia,Express intent to cooperate,China,2014-12-17
Chuck Hagel,Make a visit,Iraq,2014-12-10
John Kerry,Praise or endorse,Ashraf Ghani Ahmadzai,2014-08-08
Police (Australia),Make empathetic comment,Citizen (Australia),2014-09-23
Member of Parliament (India),Make optimistic comment,Citizen (India),2014-02-01
Barack Obama,Praise or endorse,François Hollande,2014-02-12
Foreign Affairs (Russia),Make statement,John Kerry,2014-03-31
John Kerry,Make optimistic comment,Middle East,2014-09-14
China,Engage in negotiation,Canada,2014-11-09
Food and Agriculture Organization,Praise or endorse,Romania,2014-04-03
Iraq,Sign formal agreement,Iran,2014-03-03
Benjamin Netanyahu,Consult,John Kerry,2014-01-04
Police (Yemen),Use tactics of violent repression,Citizen (Yemen),2014-09-09
Svoboda,Demand change in leadership,Head of Government (Ukraine),2014-03-19
Iraq,Consult,Mohammad Javad Zarif,2014-01-14
Military (Thailand),Occupy territory,Thailand,2014-05-22
China,Express intent to engage in diplomatic cooperation (such as policy support),South Korea,2014-09-19
Jean-Yves Le Drian,Make a visit,Mauritania,2014-05-10
Protester (Ukraine),Rally opposition against,Armed Rebel (Ukraine),2014-06-30
Chuck Hagel,Make a visit,China,2014-04-06
Tajikistan,Consult,Malaysia,2014-06-24
John Kerry,Make statement,Afghanistan,2014-07-13
Hakainde Hichilema,Make empathetic comment,Air Force (Zambia),2014-05-29
Police (Australia),Make an appeal or request,Citizen (Australia),2014-01-03
Court Judge (Nigeria),Demand,Bala Abdulkadir Mohammed,2014-05-15
China,Consult,Malaysia,2014-05-20
Guy Scott,Demand,Citizen (Zambia),2014-12-29
Defense / Security Ministry (Ukraine),Make an appeal or request,Chuck Hagel,2014-03-07
China,Make a visit,North Korea,2014-07-03
Amnesty International,Accuse of war crimes,Government (Syria),2014-03-11
Mohammad Javad Zarif,Meet at a 'third' location,Catherine Ashton,2014-05-27
Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2014-12-11
Joseph Robinette Biden,Apologize,Saud bin Faisal bin Abdul-Aziz,2014-10-07
Government (Pakistan),"Reject plan, agreement to settle dispute",Pakistan Tehreek-e-Insaf,2014-12-27
South Korea,Consult,Japan,2014-03-20
Lawyer/Attorney (Australia),Ease administrative sanctions,Citizen (Australia),2014-05-12
Mohammad Javad Zarif,Consult,John Kerry,2014-10-15
Court Judge (United Kingdom),"Arrest, detain, or charge with legal action",Citizen (United Kingdom),2014-01-22
Police (Australia),Make an appeal or request,Citizen (Australia),2014-03-30
Thailand,Engage in negotiation,Laos,2014-11-27
Barack Obama,Consult,Ashraf Ghani Ahmadzai,2014-08-24
Citizen (Kenya),Make an appeal or request,Government (Kenya),2014-10-14
Megawati Sukarnoputri,Criticize or denounce,Citizen (Indonesia),2014-04-04
Lindiwe Nonceba Sisulu,Consult,Patricia de Lille,2014-06-11
Nuri al-Maliki,Engage in negotiation,John Kerry,2014-06-23
John Kerry,Engage in negotiation,Sergey Viktorovich Lavrov,2014-02-28
Barack Obama,Praise or endorse,Abdullah Abdullah,2014-07-26
Protester (Hong Kong),Make an appeal or request,Police (Hong Kong),2014-12-02
Naval (Bangladesh),Bring lawsuit against,Fishermen (India),2014-10-21
Mohammad Javad Zarif,Make a visit,Iran,2014-08-29
South Korea,Consult,China,2014-10-17
Barack Obama,Praise or endorse,Vietnam,2014-02-24
Phung Quang Thanh,Consult,Chang Wanquan,2014-10-18
Uhuru Muigai Kenyatta,Make statement,Riek Machar,2014-06-02
Court Judge (Nigeria),Demand,State Security Service,2014-04-04
Police (Ukraine),fight with small arms and light weapons,Protester (Ukraine),2014-02-20
John Kerry,Consult,Mohammad Javad Zarif,2014-02-03
François Hollande,Make statement,France,2014-09-20
Barack Obama,Host a visit,Benjamin Netanyahu,2014-03-04
Nuri al-Maliki,Make a visit,Iran,2014-05-24
Pavlo Klimkin,Express intent to cooperate,Sergey Viktorovich Lavrov,2014-08-14
Angela Merkel,Discuss by telephone,Barack Obama,2014-08-09
France,Use conventional military force,Iraq,2014-09-25
Hamas,Ease administrative sanctions,"Newspaper (Palestinian Territory, Occupied)",2014-05-07
Benjamin Netanyahu,Host a visit,Barack Obama,2014-03-02
France,Express intent to meet or negotiate,China,2014-01-13
Police (Australia),Use conventional military force,Citizen (Australia),2014-07-28
Pavlo Klimkin,Discuss by telephone,Sergey Viktorovich Lavrov,2014-08-15
Ryoo Kihl-jae,Appeal for diplomatic cooperation (such as policy support),Lawmaker (United States),2014-12-11
Activist (United States),Rally support on behalf of,Israeli Defense Forces,2014-05-22
South Korea,Express intent to meet or negotiate,Japan,2014-09-29
Police (Kenya),Make an appeal or request,Citizen (Kenya),2014-01-08
Uhuru Muigai Kenyatta,Accuse,Citizen (Kenya),2014-09-08
Qatar,Host a visit,Hamas,2014-07-22
Cape Verde,Consult,Angola,2014-06-06
Iran,Employ aerial weapons,Iraq,2014-12-04
Armed Band (Afghanistan),"Abduct, hijack, or take hostage",Party Member (Afghanistan),2014-02-08
Protester (Pakistan),Make statement,Government (Pakistan),2014-04-14
Foreign Affairs (Ukraine),Express intent to meet or negotiate,Sergey Viktorovich Lavrov,2014-03-24
China,Engage in diplomatic cooperation,Afghanistan,2014-10-28
Yulia Tymoshenko,Discuss by telephone,Angela Merkel,2014-02-23
Ministry (Malaysia),Make an appeal or request,Police (Malaysia),2014-06-06
Patrick Dewael,Consult,Mohammad Javad Zarif,2014-09-02
Yevgeny Maksimovich Primakov,Consider policy option,Islamic Rebirth Party,2014-03-27
South Korea,Sign formal agreement,China,2014-09-04
China,Express intent to engage in diplomatic cooperation (such as policy support),Malaysia,2014-06-01
Chuck Hagel,Make statement,China,2014-04-06
John Kerry,Consult,Sergey Viktorovich Lavrov,2014-01-19
Member of Legislative (Govt) (Iran),Make a visit,Iraq,2014-12-27
Militant (Iraq),"Conduct suicide, car, or other non-military bombing",Iraq,2014-08-20
Police (Hong Kong),Use tactics of violent repression,Protester (Hong Kong),2014-11-19
Philip Hammond,Make statement,Iraq,2014-10-13
Xi Jinping,Make an appeal or request,New Zealand,2014-11-22
Malaysia,Consult,China,2014-05-03
Head of Government (India),Express accord,Citizen (India),2014-06-13
John Kerry,Express intent to meet or negotiate,France,2014-11-21
Police (Kenya),"Arrest, detain, or charge with legal action",Citizen (Kenya),2014-02-21
France,Retreat or surrender militarily,Afghanistan,2014-12-31
Barack Obama,Consult,François Hollande,2014-05-16
Police (Australia),Investigate,Citizen (Australia),2014-02-09
Barack Obama,Mobilize or increase armed forces,Afghanistan,2014-01-08
China,Express intent to provide material aid,Afghanistan,2014-05-20
John Kerry,Make a visit,China,2014-11-05
Barack Obama,Engage in negotiation,Head of Government (Ukraine),2014-03-12
Citizen (Thailand),Criticize or denounce,Protester (Thailand),2014-01-07
Sergey Viktorovich Lavrov,Discuss by telephone,Cabinet / Council of Ministers / Advisors (United States),2014-06-22
Hamas,Make statement,Israeli Defense Forces,2014-07-25
Government (Syria),Sign formal agreement,Armed Rebel (Syria),2014-05-03
Prayuth Chan-ocha,Make a visit,Thailand,2014-09-12
Citizen (Kyrgyzstan),Express intent to meet or negotiate,Police (Kyrgyzstan),2014-01-15
Citizen (Kenya),Express intent to engage in diplomatic cooperation (such as policy support),Police (Kenya),2014-01-21
William Ruto,Appeal for diplomatic cooperation (such as policy support),Martin Wambora,2014-08-05
Military (Thailand),Express intent to mediate,Interim Government (Thailand),2014-05-22
Simos Kedikoglou,Criticize or denounce,Alexis Tsipras,2014-04-08
Barack Obama,Express intent to meet or negotiate,France,2014-06-05
Liu Zhenmin,Make a visit,North Korea,2014-02-17
Mohammad Javad Zarif,Make an appeal or request,Iran,2014-01-16
France,Engage in negotiation,China,2014-03-19
South Korea,Make an appeal or request,North Korea,2014-03-07
North Korea,Reject,South Korea,2014-11-02
François Hollande,Discuss by telephone,Barack Obama,2014-06-21
Haider Al-Abadi,Consult,Chuck Hagel,2014-12-10
Armed Gang (Saudi Arabia),Use unconventional violence,Police (Saudi Arabia),2014-02-26
Raheel Sharif,Express intent to meet or negotiate,Afghanistan,2014-12-17
North Atlantic Treaty Organization,Make statement,Irakli Alasania,2014-02-12
Barack Obama,Make a visit,Japan,2014-01-30
Yu Zhengsheng,Engage in symbolic act,Believer (China),2014-01-27
Cabinet / Council of Ministers / Advisors (United States),Demand,Benjamin Netanyahu,2014-01-06
Alpha Condé,Praise or endorse,Ibrahim Boubacar Keïta,2014-11-01
South Korea,Consult,Iran,2014-04-30
Government (United States),Demand,Takata,2014-11-19
John Kerry,Praise or endorse,Iraq,2014-09-11
John Kerry,Consult,Sergey Viktorovich Lavrov,2014-01-11
Japan,Engage in negotiation,North Korea,2014-06-19
Police (Kenya),Decline comment,Citizen (Kenya),2014-11-18
Xi Jinping,Make an appeal or request,China,2014-11-10
Mohammad Javad Zarif,Make statement,Iran,2014-05-05
Marziyeh Afkham,Make optimistic comment,Iran,2014-09-07
Iran,Express intent to engage in diplomatic cooperation (such as policy support),Armenia,2014-10-19
Iran,Engage in diplomatic cooperation,Iraq,2014-08-25
South Korea,Express intent to cooperate,North Korea,2014-02-12
Cabinet / Council of Ministers / Advisors (United States),Meet at a 'third' location,Sergey Viktorovich Lavrov,2014-03-30
Juan Carlos I,Express intent to meet or negotiate,Kuwait,2014-04-15
Police (South Korea),"Arrest, detain, or charge with legal action",Citizen (South Korea),2014-05-21
Ashraf Ghani Ahmadzai,Express intent to cooperate,Abdullah Abdullah,2014-09-22
Barack Obama,Express intent to meet or negotiate,The Hague,2014-03-24
Wang Yang,Express intent to meet or negotiate,Dmitry Olegovich Rogozin,2014-05-27
Barack Obama,Discuss by telephone,Benjamin Netanyahu,2014-07-12
Foreign Affairs (Ukraine),Criticize or denounce,Viktor Orban,2014-05-13
Sergey Viktorovich Lavrov,Meet at a 'third' location,Cabinet / Council of Ministers / Advisors (United States),2014-03-14
Amnesty International,Make an appeal or request,Bahrain,2014-05-24
Foreign Affairs (Austria),Make optimistic comment,Iran,2014-04-27
Legislature (Iraq),Praise or endorse,Student (Iraq),2014-01-26
Iran,Engage in diplomatic cooperation,Iraq,2014-11-04
Mamnoon Hussain,Make a visit,China,2014-02-18
John Kerry,Make statement,Afghanistan,2014-07-10
Japan,Engage in diplomatic cooperation,China,2014-11-07
Massoud Barzani,Express intent to meet or negotiate,Abdullah Gül,2014-07-14
Barack Obama,Express intent to cooperate,Angela Merkel,2014-08-23
Militant (Iraq),"Conduct suicide, car, or other non-military bombing",Iraq,2014-05-08
Police (Ukraine),Use conventional military force,Protester (Ukraine),2014-02-22
Police (Philippines),"Arrest, detain, or charge with legal action",Criminal (Philippines),2014-03-06
Nuri al-Maliki,Accuse,Qatar,2014-03-10
Protester (Hong Kong),"Protest violently, riot",Police (Hong Kong),2014-12-02
Cleric (Iraq),Make an appeal or request,Party Member (Iraq),2014-06-30
Amnesty International,Criticize or denounce,Bahrain,2014-05-24
Catherine Ashton,Consult,Mohammad Javad Zarif,2014-09-26
Xi Jinping,Make statement,China,2014-06-13
Member of Legislative (Govt) (Afghanistan),Make statement,Head of Government (Afghanistan),2014-07-02
Protester (Indonesia),Demonstrate or rally,Police (Indonesia),2014-08-22
Police (Hong Kong),Make statement,Protester (Hong Kong),2014-10-15
Barack Obama,Discuss by telephone,Angela Merkel,2014-03-08
Police (Indonesia),Make an appeal or request,Citizen (Indonesia),2014-11-13
Ministry (Croatia),Make statement,Croatian People's Party – Liberal Democrats,2014-06-05
China,Engage in diplomatic cooperation,Japan,2014-05-30
Bhupinder Singh Hooda,Make an appeal or request,Citizen (India),2014-09-27
François Hollande,Make statement,Barack Obama,2014-02-11
Xi Jinping,Make statement,Japan,2014-11-10
Barack Obama,Make an appeal or request,Arseniy Yatsenyuk,2014-03-09
Nuri al-Maliki,Accuse,Iraq,2014-07-09
South Korea,Consider policy option,North Korea,2014-10-04
Cristina Fernández de Kirchner,Express intent to engage in diplomatic cooperation (such as policy support),Xi Jinping,2014-07-19
Tajikistan,Consult,Kazakhstan,2014-07-15
South Korea,Make statement,North Korea,2014-04-11
Tajikistan,Sign formal agreement,China,2014-11-07
Al-Shabaab,Use conventional military force,Citizen (Kenya),2014-11-22
Chuck Hagel,Make statement,Military (Russia),2014-03-20
Sudan,Express intent to meet or negotiate,Citizen (Sudan),2014-09-24
John Kerry,Sign formal agreement,Mohammad Javad Zarif,2014-10-15
Abdullah Abdullah,Express intent to cooperate,Ashraf Ghani Ahmadzai,2014-09-22
Protester (Egypt),"Protest violently, riot",Police (Egypt),2014-01-03
François Hollande,Discuss by telephone,Barack Obama,2014-07-08
Aladdin Boroujerdi,Appeal to others to settle dispute,Iraq,2014-07-14
Government (Sudan),Make an appeal or request,Umar al Bashir,2014-06-11
Head of Government (India),Make statement,Bhupinder Singh Hooda,2014-10-07
Ashraf Ghani Ahmadzai,Consult,Jens Stoltenberg,2014-12-01
Tahirul Qadri,Express intent to cooperate,Imran Khan,2014-08-29
Nuri al-Maliki,Engage in negotiation,Iraq,2014-01-06
Joseph Robinette Biden,Discuss by telephone,Nuri al-Maliki,2014-01-28
Organisation of Islamic Cooperation,Consult,Mohammad Javad Zarif,2014-06-09
Chuck Hagel,Express intent to engage in diplomatic cooperation (such as policy support),Poland,2014-01-29
Government (Nigeria),Engage in negotiation,Medical Personnel (Nigeria),2014-01-03
UN Security Council,Make empathetic comment,Citizen (Yemen),2014-07-12
Sergey Viktorovich Lavrov,Sign formal agreement,John Kerry,2014-10-16
Joseph Robinette Biden,Make an appeal or request,Iraq,2014-06-19
Iran,Make statement,Iraq,2014-06-13
Iran,Host a visit,Portugal,2014-01-29
Businessperson (Australia),Make statement,Police (Australia),2014-01-28
Police (Australia),Accuse,Citizen (Australia),2014-01-28
Taavi Rõivas,Praise or endorse,Didier Burkhalter,2014-08-25
François Hollande,Consult,Barack Obama,2014-03-08
North Korea,Host a visit,Japan,2014-09-15
Muhammadu Buhari,Make an appeal or request,Citizen (Nigeria),2014-10-14
Xi Jinping,Make statement,China,2014-09-17
Special Court (Pakistan),Consult,Pervez Musharraf,2014-03-31
Foreign Affairs (Norway),Express intent to meet or negotiate,Philippines,2014-01-06
