head,relation,tail,time
Arseniy Yatsenyuk,Consult,Barack Obama,2014-03-12
Foreign Affairs (Rwanda),Make statement,South Africa,2014-03-12
Head of Government (Ukraine),Engage in negotiation,Barack Obama,2014-03-12
Iran,Host a visit,Catherine Ashton,2014-03-12
Tanya Plibersek,Make a visit,Mark McGowan,2014-03-12
Japan,Express intent to engage in diplomatic cooperation (such as policy support),China,2014-03-12
Iran,Sign formal agreement,Oman,2014-03-12
Government (Sudan),Use conventional military force,Citizen (Sudan),2014-03-12
Abdel Fattah Al-Sisi,Praise or endorse,United Arab Emirates,2014-03-12
Head of Government (Ukraine),Consult,Barack Obama,2014-03-12
Middle East,Host a visit,Benjamin Netanyahu,2014-03-12
Head of Government (Ukraine),Make a visit,Barack Obama,2014-03-12
Barack Obama,Engage in negotiation,Head of Government (Ukraine),2014-03-12
China,Praise or endorse,Japan,2014-03-12
Japan,Host a visit,Barack Obama,2014-03-12
Cho Tai-young,Make a visit,South Korea,2014-03-12
Mark McGowan,Praise or endorse,Tanya Plibersek,2014-03-12
South Korea,Host a visit,Cho Tai-young,2014-03-12
Barack Obama,Host a visit,Arseniy Yatsenyuk,2014-03-12
South Korea,Engage in negotiation,Japan,2014-03-12
Arseniy Yatsenyuk,Express intent to meet or negotiate,Barack Obama,2014-03-12
Akitaka Saiki,Consult,Cho Tai-young,2014-03-12
Citizen (Australia),Consult,Police (Australia),2014-03-12
Barack Obama,Praise or endorse,Arseniy Yatsenyuk,2014-03-12
China,Praise or endorse,Malaysia,2014-03-12
Barack Obama,Make statement,Japan,2014-03-12
Barack Obama,Express intent to meet or negotiate,Head of Government (Ukraine),2014-03-12
Arseniy Yatsenyuk,Make a visit,John Kerry,2014-03-12
Head of Government (Ukraine),Make statement,Barack Obama,2014-03-12
Benjamin Netanyahu,Make a visit,Middle East,2014-03-12
Citizen (India),Express accord,Head of Government (India),2014-03-12
Citizen (India),Make an appeal or request,Head of Government (India),2014-03-12
China,Make an appeal or request,Malaysia,2014-03-12
Iran,Express intent to engage in diplomatic cooperation (such as policy support),Oman,2014-03-12
South Korea,Express intent to cooperate economically,Japan,2014-03-12
Iran,Consult,Catherine Ashton,2014-03-12
Iran,Engage in diplomatic cooperation,Oman,2014-03-12
Police (Australia),Make an appeal or request,Citizen (Australia),2014-03-12
Abdel Fattah Al-Sisi,Consult,United Arab Emirates,2014-03-12
Sergey Viktorovich Lavrov,Make an appeal or request,John Kerry,2014-03-12
Citizen (Sudan),Engage in symbolic act,Student (Sudan),2014-03-12
South Korea,Host a visit,Japan,2014-03-12
Head of Government (India),"Arrest, detain, or charge with legal action",Citizen (India),2014-03-12
Citizen (Sudan),Accuse of war crimes,Government (Sudan),2014-03-12
Catherine Ashton,Make a visit,Iran,2014-03-12
Oman,Engage in diplomatic cooperation,Iran,2014-03-12
Catherine Ashton,Consult,Iran,2014-03-12
Iran,Consult,Oman,2014-03-12
Mark McGowan,Host a visit,Tanya Plibersek,2014-03-12
John Kerry,Host a visit,Arseniy Yatsenyuk,2014-03-12
Cho Tai-young,Engage in negotiation,Akitaka Saiki,2014-03-12
Cho Tai-young,Consult,Akitaka Saiki,2014-03-12
China,Make statement,Malaysia,2014-03-12
Catherine Ashton,Express intent to meet or negotiate,Iran,2014-03-12
Lawyer/Attorney (Philippines),Accuse,City Mayor (Philippines),2014-03-12
Malaysia,Consult,China,2014-03-12
United Arab Emirates,Host a visit,Abdel Fattah Al-Sisi,2014-03-12
Head of Government (India),Express intent to meet or negotiate,Citizen (India),2014-03-12
Barack Obama,Make statement,Arseniy Yatsenyuk,2014-03-12
China,Appeal for diplomatic cooperation (such as policy support),Malaysia,2014-03-12
United Arab Emirates,Consult,Abdel Fattah Al-Sisi,2014-03-12
Barack Obama,Consult,Head of Government (Ukraine),2014-03-12
Student (Sudan),Criticize or denounce,Citizen (Sudan),2014-03-12
Japan,Make a visit,South Korea,2014-03-12
Cabinet / Council of Ministers / Advisors (United States),Consult,Sergey Viktorovich Lavrov,2014-03-13
Abdul Aziz,Host a visit,China,2014-03-13
Sergey Viktorovich Lavrov,Discuss by telephone,John Kerry,2014-03-13
Uhuru Muigai Kenyatta,Make statement,Ethiopia,2014-03-13
Sergey Viktorovich Lavrov,Engage in negotiation,John Kerry,2014-03-13
Sergey Viktorovich Lavrov,Discuss by telephone,Cabinet / Council of Ministers / Advisors (United States),2014-03-13
Arseniy Yatsenyuk,Make a visit,Barack Obama,2014-03-13
Iran,Consult,Catherine Ashton,2014-03-13
Malawi,Host a visit,Manuel Augusto,2014-03-13
Barack Obama,Make statement,Arseniy Yatsenyuk,2014-03-13
Cabinet / Council of Ministers / Advisors (United States),Express intent to meet or negotiate,Sergey Viktorovich Lavrov,2014-03-13
Sergey Viktorovich Lavrov,Consult,John Kerry,2014-03-13
Ethiopia,Host a visit,Abdiweli Sheikh Ahmed,2014-03-13
Uhuru Muigai Kenyatta,Demand diplomatic cooperation (such as policy support),Ethiopia,2014-03-13
Iran,Engage in diplomatic cooperation,Oman,2014-03-13
USS Kidd,Make a visit,Malaysia,2014-03-13
Iran,Sign formal agreement,Oman,2014-03-13
Cabinet / Council of Ministers / Advisors (United States),Express intent to cooperate,Sergey Viktorovich Lavrov,2014-03-13
Uhuru Muigai Kenyatta,Criticize or denounce,Ethiopia,2014-03-13
Abdiweli Sheikh Ahmed,Make a visit,Ethiopia,2014-03-13
Barack Obama,Host a visit,Head of Government (Ukraine),2014-03-13
Head of Government (Ukraine),Make a visit,Barack Obama,2014-03-13
Manuel Augusto,Make a visit,Malawi,2014-03-13
Head of Government (Ukraine),Consult,Barack Obama,2014-03-13
Sergey Viktorovich Lavrov,Consult,Cabinet / Council of Ministers / Advisors (United States),2014-03-13
Sergey Viktorovich Lavrov,Express intent to meet or negotiate,Cabinet / Council of Ministers / Advisors (United States),2014-03-13
Catherine Ashton,Consult,Iran,2014-03-13
John Kerry,Consult,Sergey Viktorovich Lavrov,2014-03-13
Irakli Alasania,Make a visit,Roberta Pinotti,2014-03-13
Malaysia,Host a visit,USS Kidd,2014-03-13
Settlement Chikwinya,Make statement,Member of Legislative (Govt) (Zimbabwe),2014-03-13
China,Make a visit,Abdul Aziz,2014-03-13
Barack Obama,Consult,Head of Government (Ukraine),2014-03-13
Member of Legislative (Govt) (Zimbabwe),Criticize or denounce,Settlement Chikwinya,2014-03-13
Catherine Ashton,Make statement,Iran,2014-03-13
Head of Government (Ukraine),Meet at a 'third' location,Barack Obama,2014-03-13
Ethiopia,Host a visit,Uhuru Muigai Kenyatta,2014-03-13
Sergey Viktorovich Lavrov,Meet at a 'third' location,John Kerry,2014-03-13
John Kerry,Express intent to meet or negotiate,Sergey Viktorovich Lavrov,2014-03-13
Oman,Consult,Iran,2014-03-13
Sergey Viktorovich Lavrov,Express intent to meet or negotiate,John Kerry,2014-03-13
South Korea,Consult,Japan,2014-03-13
Barack Obama,Praise or endorse,Arseniy Yatsenyuk,2014-03-13
Richard Sezibera,Consult,Ministry (Belgium),2014-03-13
Iran,Engage in negotiation,Catherine Ashton,2014-03-13
Roberta Pinotti,Host a visit,Irakli Alasania,2014-03-13
Arseniy Yatsenyuk,Consult,Barack Obama,2014-03-13
John Kerry,Meet at a 'third' location,Sergey Viktorovich Lavrov,2014-03-13
Barack Obama,Consult,Arseniy Yatsenyuk,2014-03-13
Barack Obama,Host a visit,Arseniy Yatsenyuk,2014-03-13
Catherine Ashton,Engage in negotiation,Iran,2014-03-13
Iran,Host a visit,Catherine Ashton,2014-03-13
Uhuru Muigai Kenyatta,Make a visit,Ethiopia,2014-03-13
Ministry (Belgium),Engage in negotiation,Richard Sezibera,2014-03-13
John Kerry,Discuss by telephone,Sergey Viktorovich Lavrov,2014-03-13
Japan,Engage in negotiation,South Korea,2014-03-13
Government (Nigeria),Provide aid,Citizen (Nigeria),2014-03-14
Poland,Reduce relations,Foreign Affairs (Belarus),2014-03-14
Head of Government (Ukraine),Make a visit,Barack Obama,2014-03-14
Arseniy Yatsenyuk,Consult,Barack Obama,2014-03-14
South Korea,Host a visit,Akitaka Saiki,2014-03-14
Sergey Viktorovich Lavrov,Express intent to meet or negotiate,John Kerry,2014-03-14
Cabinet / Council of Ministers / Advisors (United States),Consult,Sergey Viktorovich Lavrov,2014-03-14
Sergey Viktorovich Lavrov,Make statement,Cabinet / Council of Ministers / Advisors (United States),2014-03-14
Foreign Affairs (Belarus),Deny responsibility,Poland,2014-03-14
Citizen (Nigeria),Appeal to engage in or accept mediation,Government (Nigeria),2014-03-14
Naval (United States),Make a visit,Thailand,2014-03-14
John Kerry,Engage in negotiation,Sergey Viktorovich Lavrov,2014-03-14
Sergey Viktorovich Lavrov,Meet at a 'third' location,Cabinet / Council of Ministers / Advisors (United States),2014-03-14
Messiria,Use conventional military force,Citizen (Sudan),2014-03-14
Sergey Viktorovich Lavrov,Express intent to cooperate,Cabinet / Council of Ministers / Advisors (United States),2014-03-14
François Hollande,Make a visit,Armenia,2014-03-14
Barack Obama,Make a visit,Japan,2014-03-14
Thailand,Host a visit,Naval (United States),2014-03-14
John Kerry,Engage in symbolic act,Sergey Viktorovich Lavrov,2014-03-14
China,Appeal for intelligence,Malaysia,2014-03-14
Cabinet / Council of Ministers / Advisors (United States),Meet at a 'third' location,Sergey Viktorovich Lavrov,2014-03-14
John Kerry,Consult,Sergey Viktorovich Lavrov,2014-03-14
South Africa,Reduce or break diplomatic relations,Foreign Affairs (Rwanda),2014-03-14
Sergey Viktorovich Lavrov,Consult,Cabinet / Council of Ministers / Advisors (United States),2014-03-14
China,Host a visit,Iran,2014-03-14
Barack Obama,Consult,Arseniy Yatsenyuk,2014-03-14
Cabinet / Council of Ministers / Advisors (United States),Discuss by telephone,Sergey Viktorovich Lavrov,2014-03-14
Sergey Viktorovich Lavrov,Discuss by telephone,John Kerry,2014-03-14
François Hollande,Express intent to meet or negotiate,Armenia,2014-03-14
Barack Obama,Host a visit,Head of Government (Ukraine),2014-03-14
Akitaka Saiki,Make a visit,South Korea,2014-03-14
South Korea,Express intent to cooperate,China,2014-03-14
Iran,Make a visit,China,2014-03-14
Foreign Affairs (Rwanda),Accuse,South Africa,2014-03-14
South Africa,Demand,Foreign Affairs (Rwanda),2014-03-14
Sergey Viktorovich Lavrov,Engage in symbolic act,John Kerry,2014-03-14
Citizen (Nigeria),Make an appeal or request,Government (Nigeria),2014-03-14
Barack Obama,Express intent to meet or negotiate,Philippines,2014-03-14
Sergey Viktorovich Lavrov,Discuss by telephone,Cabinet / Council of Ministers / Advisors (United States),2014-03-14
Malaysia,Make statement,China,2014-03-14
China,Accuse,Philippines,2014-03-14
Cabinet / Council of Ministers / Advisors (United States),Engage in negotiation,Sergey Viktorovich Lavrov,2014-03-14
Arseniy Yatsenyuk,Make a visit,Barack Obama,2014-03-14
Philippines,Reject,China,2014-03-14
Philippines,Host a visit,Barack Obama,2014-03-14
Barack Obama,Express intent to meet or negotiate,China,2014-03-14
Saud bin Faisal bin Abdul-Aziz,Make a visit,China,2014-03-14
Barack Obama,Make a visit,Philippines,2014-03-14
Barack Obama,Make a visit,China,2014-03-14
Sergey Viktorovich Lavrov,Engage in negotiation,Cabinet / Council of Ministers / Advisors (United States),2014-03-14
John Kerry,Express intent to meet or negotiate,Sergey Viktorovich Lavrov,2014-03-14
Japan,Host a visit,Barack Obama,2014-03-14
China,Express intent to meet or negotiate,South Korea,2014-03-14
Sergey Viktorovich Lavrov,Make statement,John Kerry,2014-03-14
Citizen (Sudan),Use unconventional violence,Messiria,2014-03-14
Sergey Viktorovich Lavrov,Meet at a 'third' location,John Kerry,2014-03-14
China,Host a visit,Saud bin Faisal bin Abdul-Aziz,2014-03-14
Armenia,Host a visit,François Hollande,2014-03-14
China,Host a visit,Barack Obama,2014-03-14
Sergey Viktorovich Lavrov,Consult,John Kerry,2014-03-14
Barack Obama,Praise or endorse,Arseniy Yatsenyuk,2014-03-14
Cabinet / Council of Ministers / Advisors (United States),Consult,Foreign Affairs (Russia),2014-03-15
Thailand,Impose administrative sanctions,Citizen (Thailand),2014-03-15
Mohammad Javad Zarif,Make statement,Iran,2014-03-15
John Kerry,Express intent to cooperate,Sergey Viktorovich Lavrov,2014-03-15
Thailand,Host a visit,Naval (United States),2014-03-15
Iran,Host a visit,Mohammad Javad Zarif,2014-03-15
Nhial Deng Nhial,Make statement,Ethiopia,2014-03-15
Barack Obama,Express intent to meet or negotiate,China,2014-03-15
Xi Jinping,Consult,Royal Administration (Saudi Arabia),2014-03-15
Mohammad Javad Zarif,Make a visit,Iran,2014-03-15
South Korea,Host a visit,Akitaka Saiki,2014-03-15
China,Host a visit,Barack Obama,2014-03-15
Sergey Viktorovich Lavrov,Consult,John Kerry,2014-03-15
John Kerry,Sign formal agreement,Sergey Viktorovich Lavrov,2014-03-15
Citizen (Thailand),Use unconventional violence,Thailand,2014-03-15
Foreign Affairs (Russia),Meet at a 'third' location,Cabinet / Council of Ministers / Advisors (United States),2014-03-15
Royal Administration (Saudi Arabia),Make a visit,Xi Jinping,2014-03-15
Sergey Viktorovich Lavrov,"Reject plan, agreement to settle dispute",John Kerry,2014-03-15
Ethiopia,Host a visit,Nhial Deng Nhial,2014-03-15
Nhial Deng Nhial,Make a visit,Ethiopia,2014-03-15
Abdullah bin Nasser bin Khalifa Al-Thani,Make a visit,Morocco,2014-03-15
Akitaka Saiki,Make a visit,South Korea,2014-03-15
Morocco,Host a visit,Abdullah bin Nasser bin Khalifa Al-Thani,2014-03-15
Sergey Viktorovich Lavrov,Meet at a 'third' location,John Kerry,2014-03-15
John Kerry,Meet at a 'third' location,Sergey Viktorovich Lavrov,2014-03-15
Sergey Viktorovich Lavrov,Sign formal agreement,John Kerry,2014-03-15
Naval (United States),Make a visit,Thailand,2014-03-15
John Kerry,"Reject plan, agreement to settle dispute",Sergey Viktorovich Lavrov,2014-03-15
Xi Jinping,Host a visit,Royal Administration (Saudi Arabia),2014-03-15
Japan,Engage in negotiation,China,2014-03-16
Police (Israel),Use conventional military force,"Children (Palestinian Territory, Occupied)",2014-03-16
China,Sign formal agreement,Japan,2014-03-16
"Children (Palestinian Territory, Occupied)",Use unconventional violence,Police (Israel),2014-03-16
Iran,Praise or endorse,Catherine Ashton,2014-03-16
Sergey Viktorovich Lavrov,Discuss by telephone,John Kerry,2014-03-16
John Kerry,Express intent to cooperate,Sergey Viktorovich Lavrov,2014-03-16
Sergey Viktorovich Lavrov,Make an appeal or request,John Kerry,2014-03-16
Japan,Sign formal agreement,China,2014-03-16
Member of Parliament (Iran),Make an appeal or request,Ministry (Iran),2014-03-16
John Kerry,Discuss by telephone,Sergey Viktorovich Lavrov,2014-03-16
China,Engage in negotiation,Japan,2014-03-16
Catherine Ashton,Make a visit,Iran,2014-03-16
Ministry (Iran),Consult,Member of Parliament (Iran),2014-03-16
Member of Parliament (Iran),Criticize or denounce,Ministry (Iran),2014-03-16
Japan,Express intent to meet or negotiate,China,2014-03-16
Sergey Viktorovich Lavrov,Express intent to cooperate,John Kerry,2014-03-16
Japan,Deny responsibility,North Korea,2014-03-17
Malaysia,Appeal for intelligence,China,2014-03-17
Andrew Robb,Make a visit,Japan,2014-03-17
Company - Owner or Operator (India),Accuse,Citizen (India),2014-03-17
China,Reject,South Korea,2014-03-17
Iran,Express intent to meet or negotiate,Catherine Ashton,2014-03-17
China,Host a visit,Malaysia,2014-03-17
China,Criticize or denounce,Malaysia,2014-03-17
Foreign Affairs (Libya),Make a visit,Shura Council,2014-03-17
Catherine Ashton,Make a visit,Oman,2014-03-17
Benjamin Netanyahu,Consult,Barack Obama,2014-03-17
Barack Obama,Make a visit,China,2014-03-17
China,Host a visit,Barack Obama,2014-03-17
Kgalema Petrus Motlanthe,Make a visit,Poland,2014-03-17
South Korea,Make statement,China,2014-03-17
South Korea,Engage in negotiation,China,2014-03-17
Police (Kenya),Confiscate property,Citizen (Kenya),2014-03-17
North Korea,Engage in negotiation,Japan,2014-03-17
Citizen (Kenya),fight with small arms and light weapons,Police (Kenya),2014-03-17
Japan,Host a visit,Andrew Robb,2014-03-17
Protester (Ukraine),Demonstrate or rally,Police (Ukraine),2014-03-17
South Korea,Host a visit,Barack Obama,2014-03-17
Foreign Affairs (South Africa),Praise or endorse,Mohamed Ould Abdel Aziz,2014-03-17
Catherine Ashton,Make a visit,Iran,2014-03-17
Mohamed Ould Abdel Aziz,Make a visit,Foreign Affairs (South Africa),2014-03-17
Police (Kenya),"Arrest, detain, or charge with legal action",Citizen (Kenya),2014-03-17
Foreign Affairs (Ukraine),Make a visit,North Atlantic Treaty Organization,2014-03-17
Police (Ukraine),Use tactics of violent repression,Protester (Ukraine),2014-03-17
Citizen (India),Use unconventional violence,Company - Owner or Operator (India),2014-03-17
Kgalema Petrus Motlanthe,Make statement,Poland,2014-03-17
China,Engage in negotiation,South Korea,2014-03-17
Barack Obama,Express intent to meet or negotiate,Benjamin Netanyahu,2014-03-17
China,Express intent to engage in diplomatic cooperation (such as policy support),Malaysia,2014-03-17
Oman,Host a visit,Catherine Ashton,2014-03-17
Barack Obama,Make a visit,South Korea,2014-03-17
North Atlantic Treaty Organization,Host a visit,Foreign Affairs (Ukraine),2014-03-17
Shura Council,Praise or endorse,Foreign Affairs (Libya),2014-03-17
China,Make a visit,North Korea,2014-03-17
Citizen (Nigeria),Accuse,Government (Nigeria),2014-03-17
Government (Nigeria),Make an appeal or request,Citizen (Nigeria),2014-03-17
North Korea,Host a visit,China,2014-03-17
South Korea,Appeal for diplomatic cooperation (such as policy support),China,2014-03-17
Iran,Host a visit,Catherine Ashton,2014-03-17
China,Make an appeal or request,Malaysia,2014-03-17
Poland,Host a visit,Kgalema Petrus Motlanthe,2014-03-17
Head of Government (Gambia),Make a visit,Abdul Aziz,2014-03-18
North Atlantic Treaty Organization,Host a visit,Foreign Affairs (Ukraine),2014-03-18
Barack Obama,Express intent to cooperate,Angela Merkel,2014-03-18
Joseph Robinette Biden,Meet at a 'third' location,Toomas Hendrik Ilves,2014-03-18
Catherine Ashton,Engage in negotiation,Mohammad Javad Zarif,2014-03-18
Sergey Viktorovich Lavrov,Meet at a 'third' location,John Kerry,2014-03-18
John Kerry,Make statement,Sergey Viktorovich Lavrov,2014-03-18
Barack Obama,Discuss by telephone,Angela Merkel,2014-03-18
