head,relation,tail,time
Election Commission (Afghanistan),Refuse to yield,Government Official (Afghanistan),2014/5/21
Head of Government (Chad),Express intent to meet or negotiate,Sudan,2014/3/7
Office of the United Nations High Commissioner for Human Rights,Make an appeal or request,UN Security Council,2014/5/6
Head of Government (Bahrain),Make statement,Bahrain,2014/6/4
Police (Ukraine),Engage in negotiation,Protester (Ukraine),2014/5/4
Government (Kenya),Express intent to engage in diplomatic cooperation (such as policy support),Citizen (Kenya),2014/8/3
United Arab Emirates,"Arrest, detain, or charge with legal action",Citizen (United Arab Emirates),2014/1/21
Citizen (Nigeria),Make an appeal or request,Member of the Judiciary (Nigeria),2014/4/9
Royal Thai Police,Bring lawsuit against,Citizen (Thailand),2014/2/7
United Party for National Development,Use conventional military force,Citizen (Zambia),2014/7/30
Japan,Make a visit,China,2014/9/22
Coup D'etat Leader (Thailand),Ease curfew,Thailand,2014/6/13
Barack Obama,Make statement,South Sudan,2014/1/25
Ministry (Nigeria),Make statement,Education (Nigeria),2014/11/25
Iran,Engage in diplomatic cooperation,Oman,2014/3/13
France,Consult,Canada,2014/9/5
China,Sign formal agreement,Kuwait,2014/6/4
Political Parties (Pakistan),Demonstrate or rally,Government (Pakistan),2014/8/22
Party Member (Thailand),Criticize or denounce,Citizen (Thailand),2014/5/27
China,Sign formal agreement,Association of Southeast Asian Nations,2014/3/31
Citizen (Saudi Arabia),Criticize or denounce,Boko Haram,2014/5/9
China,Sign formal agreement,France,2014/11/26
Veterans (Croatia),Demand change in leadership,Ministry (Croatia),2014/11/6
Pham Binh Minh,Make a visit,John Kerry,2014/10/3
Ma Ying Jeou,Consult,Kuomintang,2014/4/27
Daniel Russel,Make statement,China,2014/1/16
African Union,Cooperate militarily,Somali National Army,2014/10/7
Mohammad Javad Zarif,Consult,Catherine Ashton,2014/7/12
Protester (Hong Kong),Reject,China,2014/9/30
Head of Government (India),Make a visit,Fiji,2014/11/19
National Iranian Oil Refining and Distribution Company,Make statement,Iran,2014/5/17
Ministry (Russia),Make statement,Interfax,2014/5/23
State Media (Egypt),Make statement,Protester (Egypt),2014/7/3
France,Host a visit,Xi Jinping,2014/9/15
Benjamin Netanyahu,Discuss by telephone,John Kerry,2014/7/22
Joseph Kabila,Consult,John Kerry,2014/8/6
Prayuth Chan-ocha,Express intent to ease administrative sanctions,Thailand,2014/11/6
China,Consult,Japan,2014/11/12
Government Official (Japan),Deny responsibility,China,2014/3/10
Catherine Ashton,Consult,Mohammad Javad Zarif,2014/9/2
Cristina Fernández de Kirchner,Make a visit,France,2014/3/21
Ministry (Nigeria),Make statement,Government (Nigeria),2014/5/16
Court Judge (Namibia),Reject,Citizen (Namibia),2014/1/3
Daniel Russel,Make statement,China,2014/4/2
Chang Wanquan,Make a visit,Tajikistan,2014/3/31
Ali Tayyebnia,Make statement,China,2014/7/30
United States Senate,Accuse,China,2014/9/17
Eritrea,Engage in diplomatic cooperation,Sudan,2014/4/14
Zalmai Rassoul,Praise or endorse,Abdullah Abdullah,2014/4/29
Barack Obama,Host a visit,François Hollande,2014/2/11
South Korea,Reject,North Korea,2014/6/12
Japan,"Refuse to ease economic sanctions, boycott, or embargo",North Korea,2014/7/3
François Hollande,Make statement,Angela Merkel,2014/8/27
Governor (Kenya),Engage in diplomatic cooperation,Government (Kenya),2014/1/28
Barack Obama,Demand,François Hollande,2014/7/8
Bahrain,Accuse,Iran,2014/12/6
Fessehaye Yohannes,Express intent to meet or negotiate,South Africa,2014/9/25
Mohammad Javad Zarif,Praise or endorse,Romania,2014/12/25
North Korea,Criticize or denounce,South Korea,2014/11/24
Protester (Thailand),Demonstrate or rally,Civil Servant (Thailand),2014/2/7
Foreign Affairs (South Korea),Express intent to meet or negotiate,South Korea,2014/12/9
Citizen (Nigeria),Criticize or denounce,Government (Nigeria),2014/12/31
Benjamin Netanyahu,Discuss by telephone,Barack Obama,2014/7/19
Dimitrios Avramopoulos,Consult,Antonis Samaras,2014/7/14
Insurgent (Afghanistan),Occupy territory,Afghanistan,2014/7/22
Citizen (North Korea),Make an appeal or request,North Korea,2014/5/29
South Africa,"Arrest, detain, or charge with legal action",Businessperson (South Africa),2014/7/22
Evo Morales,Cooperate economically,Bolivia,2014/10/9
Cabinet / Council of Ministers / Advisors (United States),Express intent to cooperate,Sergey Viktorovich Lavrov,2014/10/15
Other Authorities / Officials (Venezuela),"Arrest, detain, or charge with legal action",Citizen (Venezuela),2014/10/17
Court Judge (India),"Arrest, detain, or charge with legal action",Citizen (India),2014/7/29
Aladdin Boroujerdi,Make pessimistic comment,Terrorist Leader (Islamic State of Iraq and the Levant),2014/10/22
Sergey Viktorovich Lavrov,Consult,John Kerry,2014/1/22
Iran,Engage in negotiation,France,2014/6/13
Vladimir Chizhov,Discuss by telephone,Interfax,2014/7/12
Al Jazeera,Make statement,Police (Hong Kong),2014/10/17
Citizen (Kenya),Criticize or denounce,Employee (Kenya),2014/2/24
Barack Obama,Make a visit,Japan,2014/3/14
North Atlantic Treaty Organization,Express intent to meet or negotiate,Sergey Viktorovich Lavrov,2014/1/27
Armed Rebel (Yemen),Use unconventional violence,Citizen (Yemen),2014/7/6
China,Criticize or denounce,Vietnam,2014/2/20
Iraq,Make statement,National Alliance (Iraq),2014/8/13
Malaysia,Criticize or denounce,Foreign Affairs (United States),2014/12/11
Børge Brende,Consult,John Kerry,2014/4/24
Citizen (Nigeria),"Return, release person(s)",Court Judge (Nigeria),2014/10/23
Government (Nigeria),Investigate,Media (Africa),2014/11/12
Japan,Sign formal agreement,North Korea,2014/7/4
Criminal (Tanzania),Threaten,Citizen (Tanzania),2014/7/14
Philippines,"Arrest, detain, or charge with legal action",Citizen (Australia),2014/7/12
Citizen (Nigeria),Reject,Adams Oshiomhole,2014/7/4
Lawyer/Attorney (South Korea),"Arrest, detain, or charge with legal action",Citizen (South Korea),2014/5/21
Citizen (Nigeria),Criticize or denounce,Education (Nigeria),2014/5/14
John Kerry,Appeal to others to settle dispute,Iran,2014/11/12
Al Jazeera,Praise or endorse,Head of Government (Egypt),2014/6/18
China,Make optimistic comment,Malaysia,2014/4/1
Vasundhara Raje,Express intent to meet or negotiate,Citizen (India),2014/6/19
Defense / Security Ministry (Ukraine),Make statement,Armed Rebel (Ukraine),2014/6/14
John Kerry,Express intent to cooperate,Foreign Affairs (Russia),2014/1/31
China,Host a visit,Phung Quang Thanh,2014/10/16
Pope Francis,Host a visit,Barack Obama,2014/3/27
Military (Philippines),Mobilize or increase armed forces,Philippines,2014/11/14
South Korea,Consult,Japan,2014/6/17
Thailand,Cooperate militarily,Military (Thailand),2014/5/31
China,Express intent to engage in diplomatic cooperation (such as policy support),Afghanistan,2014/12/24
Nuri al-Maliki,Make statement,Legislature (Iraq),2014/7/7
Paul Kagame,Make statement,Military (France),2014/4/7
Boko Haram,Use unconventional violence,Citizen (Nigeria),2014/2/24
Foreign Affairs (United States),Provide military aid,Iraq,2014/3/16
Iraq,Praise or endorse,Displaced Families (Iraq),2014/7/17
France,Make an appeal or request,Armenia,2014/11/12
Macky Sall,Make a visit,France,2014/2/24
Marziyeh Afkham,Make statement,Iran,2014/9/7
Mohammad Javad Zarif,Make optimistic comment,France,2014/4/27
Philip Hammond,Make empathetic comment,Michael Sata,2014/10/31
Rauf Aregbesola,Criticize or denounce,Government (Nigeria),2014/8/11
China,Praise or endorse,John Kerry,2014/2/14
Armed Gang (Egypt),Assassinate,Police (Egypt),2014/1/28
Head of Government (South Korea),Express intent to meet or negotiate,South Korea,2014/12/8
Mevlut Cavusoglu,Make a visit,Jens Stoltenberg,2014/10/9
Medical Personnel (India),Make an appeal or request,Citizen (India),2014/9/22
Political Parties (Pakistan),Make an appeal or request,Government (Pakistan),2014/11/10
National Security and Intelligence Services,"Arrest, detain, or charge with legal action",Citizen (Sudan),2014/12/4
North Korea,Engage in negotiation,South Korea,2014/6/26
North Atlantic Treaty Organization,Make statement,Presidential Candidate (Afghanistan),2014/9/4
Barack Obama,Engage in diplomatic cooperation,Morocco,2014/5/1
Ministry (Croatia),Praise or endorse,Veterans (Croatia),2014/12/19
Tajikistan,Consult,U.S. Special Operations Command Central,2014/4/4
Military (Lebanon),Make an appeal or request,France,2014/8/6
Joseph Robinette Biden,Consult,Nuri al-Maliki,2014/1/9
Mohammad Javad Zarif,Make statement,Mexico,2014/9/22
High Commission for Refugees,Sign formal agreement,Government (Angola),2014/9/30
Marziyeh Afkham,Make optimistic comment,Iran,2014/8/13
Citizen (India),Criticize or denounce,Employee (India),2014/9/28
Japan,Criticize or denounce,North Korea,2014/11/18
Benjamin Netanyahu,Engage in negotiation,John Kerry,2014/4/1
Legislature (Iraq),Praise or endorse,Nuri al-Maliki,2014/5/20
María Ángela Holguín,Consult,Rafael Ramírez,2014/11/19
Somali National Army,Use conventional military force,Al-Shabaab,2014/10/5
Citizen (Turkey),Criticize or denounce,Party Member (Turkey),2014/7/9
Iraq,Express intent to cooperate,Iran,2014/10/1
Akhilesh Yadav,Engage in symbolic act,Citizen (India),2014/6/7
China,Express intent to engage in diplomatic cooperation (such as policy support),Tajikistan,2014/9/13
East Turkistan Islamic Movement,Threaten with military force,China,2014/5/19
Court Judge (India),Reject,Citizen (India),2014/2/14
South Korea,Express intent to meet or negotiate,Japan,2014/8/25
Citizen (Cote d'Ivoire),Make an appeal or request,Employee (Cote d'Ivoire),2014/5/1
Vietnam,Make statement,Japan,2014/10/10
New Zealand,Make a visit,China,2014/8/6
Salvador Sánchez Cerén,Consult,Barack Obama,2014/7/26
France,Consult,Japan,2014/9/1
Iran,Host a visit,Organisation of Islamic Cooperation,2014/2/19
Arseniy Yatsenyuk,Express intent to meet or negotiate,North Atlantic Treaty Organization,2014/3/17
Government (Syria),Make statement,Armed Rebel (Syria),2014/5/25
Tehrik-i-Taliban Pakistan,Use conventional military force,Education (Pakistan),2014/12/27
Fiji,Host a visit,Xi Jinping,2014/11/26
UN Security Council,Praise or endorse,Democratic Forces for the Liberation of Rwanda,2014/8/29
Citizen (India),Make optimistic comment,Court Judge (India),2014/12/31
Barack Obama,Consult,Ashraf Ghani Ahmadzai,2014/10/26
Amnesty International,Make statement,Israeli Defense Forces,2014/12/11
China,Criticize or denounce,Chuck Hagel,2014/6/2
Mexico,Accuse,Military (Mexico),2014/11/2
Ahmad Zia Abdulzai,Make statement,Afghanistan,2014/1/4
National Council for Peace and Order of Thailand,Investigate,Activist (Thailand),2014/9/8
Indigenous People (Israel),"Arrest, detain, or charge with legal action",Criminal (Israel),2014/9/29
Bismillah Khan Mohammadi,Consult,Afghanistan,2014/4/5
Iraq,Make statement,Government (United States),2014/6/23
Iran,Host a visit,Jack Straw,2014/1/10
Middle East,Make statement,Benjamin Netanyahu,2014/9/14
Japan,Host a visit,Barack Obama,2014/4/5
Mallam Isa Yuguda,Make statement,Government (Nigeria),2014/11/12
Criminal (Bangladesh),Physically assault,Citizen (Bangladesh),2014/12/8
United Arab Emirates,Consult,Iran,2014/4/23
Romania,Make statement,Victor Ponta,2014/11/6
Al-Shabaab,Use conventional military force,Employee (Kenya),2014/12/4
Member of the Judiciary (United Kingdom),Criticize or denounce,Citizen (United Kingdom),2014/2/12
Michel Sapin,Make statement,Government (France),2014/3/25
Nuri al-Maliki,Make statement,Iraq,2014/7/7
Cheng Guoping,Make statement,Xi Jinping,2014/1/22
North Korea,Host a visit,Japan,2014/10/30
Member of Parliament (Iran),Make pessimistic comment,Iran,2014/5/4
Military Personnel (Libya),Make statement,Attacker (Libya),2014/1/19
Royal Administration (Saudi Arabia),Host a visit,Head of Government (Afghanistan),2014/10/26
Military (Philippines),Criticize or denounce,Abu Sayyaf,2014/12/6
Lawyer/Attorney (United Kingdom),"Arrest, detain, or charge with legal action",Citizen (United Kingdom),2014/1/14
Foreign Affairs (Libya),Make statement,Other Authorities / Officials (Libya),2014/2/26
Media (Africa),Discuss by telephone,Citizen (Nigeria),2014/6/9
Boko Haram,Use conventional military force,Cameroon,2014/12/22
Court Judge (Namibia),Reject,Citizen (Namibia),2014/10/15
Royal Administration (Pakistan),Engage in negotiation,Head of Government (Pakistan),2014/3/19
Legislature (Turkey),"Investigate crime, corruption",Ministry (Turkey),2014/3/20
Gen Tanasak Patimapragorn,Consult,Myanmar,2014/10/10
Media Personnel (Australia),Demand,Citizen (Australia),2014/2/5
Mexico,Consult,Colombia,2014/8/3
North Korea,Make optimistic comment,South Korea,2014/2/14
Militant (National Democratic Front of Bodoland),Use unconventional violence,Citizen (India),2014/12/4
Aladdin Boroujerdi,"Impose embargo, boycott, or sanctions",Iran,2014/10/7
Businessperson (Kenya),Express intent to cooperate,Citizen (Kenya),2014/2/10
Citizen (Kenya),Accuse,Police (Kenya),2014/11/23
Militia (Iraq),Occupy territory,Iraq,2014/1/4
South Africa,Reduce or break diplomatic relations,Foreign Affairs (Rwanda),2014/3/17
Police (Philippines),Make statement,Businessperson (Philippines),2014/11/14
Myanmar,Make an appeal or request,Doctors Without Borders,2014/7/24
Member of the Judiciary (South Africa),"Arrest, detain, or charge with legal action",Men (South Africa),2014/3/28
Labor Union (Nigeria),Make an appeal or request,Government (Nigeria),2014/8/25
Boko Haram,Use conventional military force,Citizen (Nigeria),2014/1/14
Protester (Ukraine),Demonstrate or rally,Police (Ukraine),2014/2/3
Ma Ying Jeou,Make a visit,China,2014/10/8
Iran,Host a visit,Lawmaker (United Kingdom),2014/1/28
Shimon Peres,Praise or endorse,John Kerry,2014/2/19
Oman,Host a visit,Catherine Ashton,2014/11/12
Eugene Wamalwa,Make statement,Governor (Kenya),2014/8/18
Protester (Thailand),"Protest violently, riot",Military Personnel - Special (Thailand),2014/2/19
Barnaba Marial Benjamin,Make statement,South Sudan,2014/3/12
Milos Zeman,Praise or endorse,Vera Jourova,2014/7/21
Police (Philippines),Mobilize or increase police power,Philippines,2014/11/3
Thailand,Appeal for diplomatic cooperation (such as policy support),Citizen (Thailand),2014/1/10
Citizen (India),Accuse,Oommen Chandy,2014/1/18
Lawyer/Attorney (Australia),Deny responsibility,Citizen (Australia),2014/4/17
UN Security Council,Rally support on behalf of,Iraq,2014/8/7
Myanmar,Reject,Government (United States),2014/1/29
Chuck Hagel,Accuse,China,2014/5/31
Massoud Barzani,Consult,Legislature (Iraq),2014/7/3
Military (Lebanon),Use conventional military force,Militant (Syria),2014/9/6
Ministry (Nigeria),Consult,Kashim Shettima,2014/4/14
Citizen (United Kingdom),Use unconventional violence,Military (United Kingdom),2014/2/26
Enver Hoxhaj,Make a visit,Serbia,2014/10/23
Air Force (Syria),Use conventional military force,Armed Rebel (Syria),2014/1/22
Government (United Arab Emirates),Make an appeal or request,Citizen (United Arab Emirates),2014/2/25
China,"Impose embargo, boycott, or sanctions",Business (Iran),2014/1/8
Vasundhara Raje,Investigate,Citizen (India),2014/10/16
Police (Egypt),Provide aid,Women (Egypt),2014/6/14
Ashraf Ghani Ahmadzai,Make statement,Afghanistan,2014/10/28
Thailand,Make statement,China,2014/6/4
Military Personnel - Special (Afghanistan),fight with small arms and light weapons,Attacker (Afghanistan),2014/1/14
Criminal (South Korea),Use unconventional violence,Citizen (South Korea),2014/4/17
Benjamin Netanyahu,Express intent to cooperate,Gideon Sa'ar,2014/11/4
Stephen Davis,Engage in negotiation,Boko Haram,2014/9/4
Tajikistan,Host a visit,Sergey Viktorovich Lavrov,2014/7/30
Prayuth Chan-ocha,Make statement,Military (Thailand),2014/1/23
Armed Opposition (Nigeria),Use unconventional violence,Citizen (Nigeria),2014/10/20
Nikos Christodoulides,Make statement,Nicos Anastasiades,2014/11/13
Military (China),Make a visit,Iran,2014/9/22
"Agriculture / Fishing / Forestry Ministry (Palestinian Territory, Occupied)",Make statement,"Government (Palestinian Territory, Occupied)",2014/2/3
Minister Patnaik,Make optimistic comment,Citizen (India),2014/3/18
Thailand,"Arrest, detain, or charge with legal action",Student (Thailand),2014/9/24
Devlet Bahçeli,Make an appeal or request,Citizen (Turkey),2014/5/19
Barack Obama,Demand,Benjamin Netanyahu,2014/3/9
Will Hodgman,Make statement,Green Party (Australia),2014/3/18
Sergey Viktorovich Lavrov,Express intent to cooperate,Pavlo Klimkin,2014/8/14
France,Host a visit,Head of Government (China),2014/3/26
Mexico,Make statement,Other Authorities / Officials (Mexico),2014/2/12
Murtala Nyako,Make an appeal or request,Citizen (Nigeria),2014/8/7
Citizen (Sudan),Use unconventional violence,Government (Sudan),2014/5/26
